x filter(x) xRef y_RA_100 y_RA_256
87.047294 82.571884 84.962518 83.003843 82.117069
87.577578 82.585785 84.964413 83.049128 82.138399
88.086975 82.599609 84.966259 83.099007 82.161635
88.566416 82.613464 84.968057 83.153140 82.186654
89.007524 82.627106 84.969805 83.211104 82.213298
89.402815 82.640533 84.971504 83.272408 82.241382
89.745877 82.654083 84.973154 83.336502 82.270696
90.031530 82.667801 84.974755 83.402789 82.301012
90.255945 82.681168 84.976307 83.470642 82.332086
90.416736 82.694687 84.977810 83.539416 82.363667
90.513020 82.707458 84.979264 83.608461 82.395500
90.545429 82.721100 84.980668 83.677144 82.427336
90.516099 82.733810 84.982023 83.744857 82.458933
90.428608 82.746597 84.983330 83.811032 82.490064
90.287888 82.759338 84.984587 83.875160 82.520524
90.100101 82.772430 84.985795 83.936793 82.550132
89.872485 82.785202 84.986953 83.995562 82.578735
89.613171 82.798355 84.988063 84.051182 82.606213
89.330984 82.810760 84.989123 84.103457 82.632482
89.035219 82.823883 84.990134 84.152286 82.657493
88.735412 82.836014 84.991095 84.197664 82.681235
88.441105 82.848984 84.992008 84.239678 82.703734
88.161605 82.861786 84.992871 84.278509 82.725054
87.905755 82.874786 84.993685 84.314422 82.745291
87.681715 82.886948 84.994449 84.347762 82.764574
87.496757 82.899612 84.995165 84.378940 82.783059
87.357087 82.912384 84.995831 84.408427 82.800926
87.267689 82.925262 84.996447 84.436736 82.818375
87.232198 82.938156 84.997015 84.464414 82.835616
87.252815 82.951096 84.997533 84.492022 82.852871
87.330249 82.964096 84.998002 84.520123 82.870360
87.463695 82.977203 84.998421 84.549268 82.888303
87.650859 82.989868 84.998791 84.579976 82.906907
87.888006 83.002869 84.999112 84.612729 82.926364
88.170058 83.016312 84.999383 84.647950 82.946848
88.490716 83.029266 84.999605 84.685997 82.968503
88.842612 83.042480 84.999778 84.727152 82.991449
89.217492 83.055786 84.999901 84.771611 83.015769
89.606422 83.068634 84.999975 84.819480 83.041514
90.000000 83.081741 85.000000 84.870772 83.068696
90.388594 83.094879 84.999975 84.925404 83.097289
90.762577 83.107574 84.999901 84.983198 83.127232
91.112564 83.120255 84.999778 85.043885 83.158424
91.429642 83.133560 84.999605 85.107110 83.190734
91.705592 83.145935 84.999383 85.172442 83.223995
91.933091 83.159073 84.999112 85.239379 83.258015
92.105891 83.171646 84.998791 85.307364 83.292577
92.218978 83.184647 84.998421 85.375796 83.327446
92.268691 83.196487 84.998002 85.444042 83.362372
92.252815 83.208954 84.997533 85.511456 83.397101
92.170639 83.220963 84.997015 85.577389 83.431372
92.022971 83.233505 84.996447 85.641206 83.464933
91.812120 83.245438 84.995831 85.702304 83.497539
91.541842 83.257324 84.995165 85.760122 83.528963
91.217249 83.269333 84.994449 85.814153 83.558995
90.844681 83.281296 84.993685 85.863960 83.587455
90.431557 83.292908 84.992871 85.909183 83.614189
89.986190 83.304337 84.992008 85.949550 83.639080
89.517584 83.316223 84.991095 85.984877 83.662043
89.035219 83.328171 84.990134 86.015078 83.683032
88.548812 83.339920 84.989123 86.040165 83.702039
88.068086 83.351212 84.988063 86.060243 83.719094
87.602532 83.362793 84.986953 86.075513 83.734263
87.161175 83.374710 84.985795 86.086263 83.747650
86.752354 83.386063 84.984587 86.092858 83.759387
86.383523 83.398102 84.983330 86.095735 83.769637
86.061066 83.409241 84.982023 86.095392 83.778588
85.790147 83.421173 84.980668 86.092370 83.786446
85.574578 83.433151 84.979264 86.087243 83.793431
85.416736 83.444565 84.977810 86.080605 83.799772
85.317503 83.456619 84.976307 86.073049 83.805701
85.276248 83.468628 84.974755 86.065160 83.811445
85.290845 83.479996 84.973154 86.057494 83.817224
85.357730 83.492462 84.971504 86.050565 83.823241
85.471990 83.504150 84.969805 86.044837 83.829682
85.627490 83.516495 84.968057 86.040705 83.836704
85.817022 83.527725 84.966259 86.038490 83.844440
86.032493 83.540070 84.964413 86.038431 83.852987
86.265121 83.551682 84.962518 86.040675 83.862410
86.505658 83.563461 84.960574 86.045279 83.872735
86.744622 83.575333 84.958580 86.052203 83.883953
86.972530 83.586517 84.956538 86.061315 83.896018
87.180140 83.598404 84.954447 86.072393 83.908846
87.358677 83.609848 84.952307 86.085128 83.922322
87.500058 83.621353 84.950118 86.099137 83.936298
87.597089 83.632828 84.947881 86.113968 83.950598
87.643652 83.644119 84.945594 86.129114 83.965024
87.634853 83.655365 84.943259 86.144022 83.979359
87.567149 83.666367 84.940875 86.158113 83.993374
87.438442 83.677383 84.938442 86.170789 84.006831
87.248127 83.688751 84.935960 86.181456 84.019493
86.997118 83.699005 84.933430 86.189532 84.031124
86.687825 83.710007 84.930851 86.194465 84.041502
86.324099 83.720734 84.928223 86.195749 84.050418
85.911141 83.730820 84.925547 86.192931 84.057686
85.455378 83.741364 84.922822 86.185628 84.063146
84.964308 83.751709 84.920048 86.173536 84.066666
84.446319 83.761841 84.917226 86.156435 84.068149
83.910486 83.772385 84.914355 86.134198 84.067533
83.366351 83.782089 84.911436 86.106793 84.064794
82.823693 83.792786 84.908469 86.074287 84.059946
82.292287 83.802841 84.905453 86.036842 84.053042
81.781672 83.813171 84.902388 85.994711 84.044169
81.300916 83.822784 84.899275 85.948238 84.033453
80.858395 83.833252 84.896114 85.897844 84.021051
80.461594 83.843048 84.892905 85.844020 84.007146
80.116923 83.853546 84.889647 85.787316 83.991950
79.829565 83.863647 84.886341 85.728328 83.975691
79.603349 83.873688 84.882986 85.667685 83.958611
79.440658 83.883682 84.879584 85.606031 83.940963
79.342377 83.894104 84.876133 85.544014 83.923000
79.307873 83.904266 84.872634 85.482271 83.904972
79.335012 83.914276 84.869087 85.421407 83.887121
79.420215 83.924759 84.865493 85.361989 83.869672
79.558549 83.935074 84.861850 85.304529 83.852832
79.743852 83.945328 84.858159 85.249473 83.836781
79.968888 83.955490 84.854420 85.197190 83.821672
80.225524 83.965942 84.850633 85.147965 83.807624
80.504937 83.975861 84.846798 85.101995 83.794723
80.797831 83.986313 84.842916 85.059379 83.783017
81.094669 83.995865 84.838986 85.020125 83.772515
81.385910 84.006165 84.835007 84.984142 83.763193
81.662248 84.016113 84.830982 84.951252 83.754986
81.914838 84.026215 84.826908 84.921189 83.747798
82.135521 84.035919 84.822787 84.893608 83.741500
82.317026 84.046066 84.818618 84.868097 83.735936
82.453145 84.055008 84.814402 84.844187 83.730925
82.538897 84.064804 84.810138 84.821362 83.726268
82.570644 84.074417 84.805827 84.799078 83.721754
82.546186 84.083267 84.801468 84.776772 83.717162
82.464815 84.092224 84.797062 84.753881 83.712270
82.327334 84.101425 84.792609 84.729856 83.706860
82.136041 84.110367 84.788108 84.704175 83.700724
81.894666 84.119141 84.783560 84.676358 83.693669
81.608290 84.128036 84.778965 84.645981 83.685523
81.283212 84.136581 84.774323 84.612686 83.676139
80.926800 84.145004 84.769633 84.576192 83.665400
80.547306 84.154083 84.764897 84.536302 83.653220
80.153666 84.161850 84.760113 84.492910 83.639549
79.755283 84.170853 84.755283 84.446003 83.624376
79.361786 84.178970 84.750405 84.395664 83.607726
78.982805 84.187378 84.745481 84.342071 83.589660
78.627723 84.195541 84.740510 84.285494 83.570277
78.305455 84.203552 84.735492 84.226285 83.549711
78.024218 84.212051 84.730427 84.164879 83.528127
77.791337 84.220490 84.725315 84.101774 83.505718
77.613057 84.228378 84.720157 84.037530 83.482700
77.494396 84.236984 84.714953 83.972746 83.459308
77.439012 84.245392 84.709702 83.908056 83.435791
77.449121 84.253952 84.704404 83.844106 83.412406
77.525435 84.262177 84.699060 83.781545 83.389410
77.667146 84.271179 84.693669 83.721006 83.367057
77.871943 84.278961 84.688232 83.663095 83.345592
78.136072 84.287796 84.682749 83.608372 83.325242
78.454421 84.296249 84.677220 83.557342 83.306216
78.820648 84.304489 84.671645 83.510444 83.288694
79.227337 84.313126 84.666023 83.468037 83.272829
79.666173 84.321213 84.660356 83.430395 83.258741
80.128153 84.329910 84.654642 83.397700 83.246512
80.603797 84.337982 84.648882 83.370037 83.236189
81.083388 84.346710 84.643077 83.347397 83.227779
81.557202 84.354721 84.637226 83.329673 83.221254
82.015750 84.363022 84.631329 83.316663 83.216545
82.450006 84.371155 84.625386 83.308083 83.213550
82.851631 84.378662 84.619398 83.303563 83.212137
83.213171 84.386795 84.613364 83.302668 83.212141
83.528241 84.394699 84.607284 83.304902 83.213375
83.791681 84.402069 84.601159 83.309721 83.215634
83.999674 84.409653 84.594989 83.316553 83.218697
84.149847 84.416779 84.588773 83.324803 83.222334
84.241316 84.424850 84.582512 83.333877 83.226315
84.274713 84.431824 84.576206 83.343193 83.230410
84.252164 84.439026 84.569854 83.352192 83.234401
84.177232 84.445877 84.563458 83.360361 83.238084
84.054831 84.453018 84.557016 83.367237 83.241275
83.891097 84.459961 84.550530 83.372424 83.243813
83.693235 84.466797 84.543998 83.375600 83.245569
83.469342 84.473618 84.537422 83.376528 83.246443
83.228198 84.480316 84.530801 83.375060 83.246371
82.979050 84.486923 84.524135 83.371139 83.245327
82.731383 84.493347 84.517425 83.364804 83.243320
82.494678 84.499954 84.510670 83.356189 83.240395
82.278178 84.506836 84.503870 83.345516 83.236637
82.090657 84.513382 84.497026 83.333092 83.232160
81.940199 84.519989 84.490138 83.319301 83.227113
81.833997 84.526398 84.483205 83.304595 83.221672
81.778170 84.532913 84.476228 83.289481 83.216033
81.777613 84.539825 84.469207 83.274512 83.210414
81.835867 84.546173 84.462142 83.260268 83.205045
81.955033 84.552811 84.455033 83.247345 83.200162
82.135712 84.559601 84.447879 83.236339 83.196004
82.376994 84.566284 84.440682 83.227831 83.192805
82.676467 84.573013 84.433441 83.222372 83.190788
83.030280 84.579788 84.426157 83.220470 83.190161
83.433234 84.586685 84.418828 83.222576 83.191110
83.878900 84.593750 84.411456 83.229075 83.193797
84.359781 84.600021 84.404041 83.240270 83.198351
84.867489 84.607193 84.396582 83.256381 83.204872
85.392949 84.613708 84.389079 83.277535 83.213419
85.926618 84.620026 84.381533 83.303763 83.224017
86.458720 84.626892 84.373944 83.335001 83.236653
86.979478 84.633469 84.366312 83.371085 83.251273
87.479353 84.640091 84.358637 83.411760 83.267789
87.949278 84.646149 84.350919 83.456686 83.286076
88.380877 84.653076 84.343158 83.505441 83.305978
88.766664 84.659164 84.335354 83.557532 83.327308
89.100230 84.665359 84.327507 83.612410 83.349859
89.376392 84.671036 84.319617 83.669479 83.373400
89.591323 84.677185 84.311685 83.728112 83.397689
89.742636 84.683014 84.303710 83.787661 83.422474
89.829449 84.688675 84.295693 83.847481 83.447501
89.852395 84.694199 84.287633 83.906936 83.472520
89.813607 84.699966 84.279531 83.965417 83.497290
89.716665 84.705200 84.271387 84.022360 83.521584
89.566502 84.710495 84.263201 84.077253 83.545197
89.369279 84.715775 84.254972 84.129649 83.567948
89.132234 84.720901 84.246702 84.179180 83.589683
88.863498 84.726334 84.238390 84.225559 83.610284
88.571897 84.731216 84.230036 84.268592 83.629665
88.266725 84.736374 84.221640 84.308178 83.647779
87.957519 84.741119 84.213202 84.344310 83.664614
87.653820 84.746231 84.204723 84.377077 83.680197
87.364936 84.751221 84.196202 84.406660 83.694590
87.099710 84.756012 84.187640 84.433324 83.707891
86.866302 84.760971 84.179037 84.457413 83.720229
86.671985 84.766357 84.170392 84.479339 83.731759
86.522963 84.771179 84.161706 84.499573 83.742662
86.424221 84.776077 84.152979 84.518629 83.753137
86.379395 84.781494 84.144212 84.537052 83.763396
86.390685 84.786224 84.135403 84.555405 83.773659
86.458801 84.791534 84.126553 84.574251 83.784148
86.582938 84.796417 84.117663 84.594139 83.795080
86.760800 84.801712 84.108732 84.615591 83.806665
86.988654 84.806763 84.099761 84.639087 83.819095
87.261423 84.811707 84.090749 84.665050 83.832542
87.572807 84.817062 84.081696 84.693840 83.847152
87.915437 84.822266 84.072604 84.725737 83.863044
88.281062 84.826950 84.063471 84.760938 83.880302
88.660745 84.832443 84.054298 84.799550 83.898975
89.045085 84.837341 84.045085 84.841585 83.919077
89.424451 84.842636 84.035832 84.886960 83.940583
89.789216 84.847504 84.026539 84.935497 83.963429
90.129993 84.851974 84.017207 84.986928 83.987517
90.437872 84.856873 84.007835 85.040898 84.012714
90.704632 84.861496 83.998423 85.096974 84.038854
90.922951 84.866119 83.988972 85.154657 84.065745
91.086582 84.870544 83.979482 85.213389 84.093170
91.190509 84.874786 83.969952 85.272568 84.120894
91.231072 84.879150 83.960383 85.331564 84.148668
91.206058 84.883820 83.950775 85.389727 84.176236
91.114753 84.887405 83.941128 85.446410 84.203340
90.957966 84.891571 83.931442 85.500980 84.229725
90.738007 84.895203 83.921717 85.552832 84.255148
90.458632 84.899139 83.911954 85.601404 84.279380
90.124952 84.902557 83.902152 85.646192 84.302215
89.743308 84.906281 83.892312 85.686757 84.323469
89.321119 84.909317 83.882433 85.722741 84.342991
88.866697 84.913101 83.872515 85.753869 84.360662
88.389049 84.916290 83.862560 85.779960 84.376398
87.897651 84.919205 83.852566 85.800927 84.390152
87.402223 84.922943 83.842535 85.816782 84.401918
86.912489 84.926041 83.832465 85.827630 84.411725
86.437937 84.929337 83.822358 85.833673 84.419640
85.987593 84.932648 83.812213 85.835197 84.425765
85.569797 84.936111 83.802030 85.832569 84.430234
85.192003 84.939041 83.791810 85.826227 84.433209
84.860595 84.942444 83.781552 85.816666 84.434879
84.580736 84.945511 83.771257 85.804429 84.435449
84.356239 84.948929 83.760925 85.790091 84.435139
84.189482 84.951736 83.750555 85.774243 84.434180
84.081345 84.955399 83.740149 85.757482 84.432801
84.031198 84.958344 83.729706 85.740390 84.431233
84.036916 84.962082 83.719226 85.723524 84.429692
84.094935 84.965286 83.708709 85.707399 84.428385
84.200341 84.968445 83.698155 85.692478 84.427494
84.346999 84.971878 83.687566 85.679156 84.427179
84.527703 84.975067 83.676939 85.667756 84.427572
84.734357 84.978088 83.666277 85.658514 84.428771
84.958181 84.981445 83.655578 85.651580 84.430839
85.189928 84.984375 83.644843 85.647009 84.433804
85.420114 84.987732 83.634072 85.644763 84.437657
85.639258 84.990585 83.623266 85.644708 84.442350
85.838116 84.993851 83.612423 85.646623 84.447802
86.007915 84.996552 83.601545 85.650200 84.453897
86.140571 84.999023 83.590631 85.655056 84.460485
86.228891 85.002029 83.579682 85.660737 84.467393
86.266756 85.004471 83.568698 85.666737 84.474422
86.249272 85.006683 83.557678 85.672505 84.481355
86.172898 85.009430 83.546624 85.677459 84.487962
86.035534 85.011337 83.535534 85.681005 84.494008
85.836576 85.013504 83.524409 85.682545 84.499252
85.576939 85.015137 83.513250 85.681499 84.503462
85.259030 85.017105 83.502056 85.677317 84.506413
84.886703 85.018646 83.490827 85.669489 84.507899
84.465159 85.020447 83.479564 85.657565 84.507732
84.000823 85.022400 83.468267 85.641161 84.505752
83.501195 85.023285 83.456935 85.619973 84.501828
82.974662 85.024918 83.445569 85.593782 84.495862
82.430300 85.025986 83.434169 85.562461 84.487794
81.877651 85.027496 83.422736 85.525977 84.477598
81.326492 85.028595 83.411268 85.484398 84.465289
80.786602 85.029617 83.399767 85.437885 84.450919
80.267516 85.030746 83.388232 85.386694 84.434577
79.778304 85.031982 83.376664 85.331165 84.416389
79.327343 85.033249 83.365063 85.271721 84.396510
78.922117 85.034149 83.353428 85.208854 84.375125
78.569037 85.035507 83.341760 85.143113 84.352445
78.273284 85.036285 83.330059 85.075095 84.328699
78.038688 85.037491 83.318326 85.005428 84.304128
77.867633 85.038635 83.306559 84.934756 84.278986
77.761004 85.039597 83.294760 84.863729 84.253525
77.718168 85.040848 83.282929 84.792981 84.227996
77.736989 85.042068 83.271065 84.723120 84.202641
77.813891 85.043381 83.259169 84.654712 84.177685
77.943939 85.044418 83.247240 84.588268 84.153334
78.120974 85.045792 83.235280 84.524236 84.129770
78.337756 85.046326 83.223287 84.462983 84.107145
78.586155 85.047318 83.211263 84.404797 84.085579
78.857346 85.048706 83.199207 84.349872 84.065156
79.142035 85.049210 83.187120 84.298309 84.045925
79.430684 85.050751 83.175001 84.250115 84.027897
79.713754 85.051224 83.162851 84.205200 84.011044
79.981935 85.052185 83.150669 84.163386 83.995306
80.226387 85.052872 83.138457 84.124405 83.980583
80.438948 85.053375 83.126213 84.087916 83.966749
80.612346 85.053818 83.113939 84.053504 83.953646
80.740377 85.053741 83.101634 84.020701 83.941094
80.818057 85.054352 83.089298 83.988992 83.928895
80.841749 85.054077 83.076932 83.957831 83.916835
80.809253 85.054337 83.064535 83.926657 83.904696
80.719861 85.054291 83.052108 83.894906 83.892256
80.574377 85.053558 83.039651 83.862030 83.879295
80.375097 85.053360 83.027165 83.827506 83.865607
80.125754 85.052994 83.014648 83.790855 83.850998
79.831426 85.052155 83.002101 83.751652 83.835297
79.498415 85.051651 82.989525 83.709541 83.818356
79.134086 85.050919 82.976919 83.664240 83.800058
78.746693 85.049957 82.964284 83.615551 83.780318
78.345173 85.049072 82.951620 83.563369 83.759087
77.938926 85.048309 82.938926 83.507682 83.736352
77.537585 85.046906 82.926204 83.448572 83.712138
77.150776 85.045731 82.913452 83.386217 83.686508
76.787886 85.044968 82.900672 83.320887 83.659560
76.457827 85.043732 82.887864 83.252936 83.631428
76.168818 85.043106 82.875026 83.182796 83.602277
75.928182 85.041519 82.862161 83.110969 83.572301
75.742167 85.040543 82.849267 83.038010 83.541714
75.615788 85.039413 82.836345 82.964523 83.510753
75.552705 85.038437 82.823395 82.891138 83.479667
75.555134 85.037308 82.810417 82.818505 83.448712
75.623787 85.036423 82.797411 82.747270 83.418146
75.757854 85.035324 82.784378 82.678068 83.388223
75.955028 85.033768 82.771317 82.611503 83.359187
76.211552 85.033066 82.758229 82.548137 83.331267
76.522315 85.031723 82.745114 82.488476 83.304669
76.880975 85.030487 82.731972 82.432956 83.279577
77.280116 85.029724 82.718802 82.381937 83.256141
77.711424 85.028503 82.705606 82.335695 83.234482
78.165894 85.027573 82.692383 82.294410 83.214683
78.634049 85.026382 82.679134 82.258168 83.196790
79.106169 85.024658 82.665858 82.226961 83.180811
79.572532 85.023697 82.652556 82.200679 83.166716
80.023648 85.021896 82.639228 82.179124 83.154438
80.450493 85.020828 82.625873 82.162009 83.143876
80.844726 85.019028 82.612493 82.148967 83.134895
81.198894 85.017563 82.599087 82.139560 83.127333
81.506612 85.015320 82.585655 82.133293 83.121002
81.762719 85.013474 82.572198 82.129624 83.115696
81.963401 85.011627 82.558715 82.127978 83.111195
82.106281 85.009384 82.545207 82.127764 83.107269
82.190478 85.007492 82.531674 82.128385 83.103688
82.216623 85.004623 82.518116 82.129258 83.100223
82.186842 85.002136 82.504533 82.129828 83.096655
82.104700 84.999405 82.490926 82.129580 83.092780
81.975108 84.996918 82.477293 82.128050 83.088414
81.804203 84.994354 82.463637 82.124844 83.083398
81.599193 84.991531 82.449956 82.119639 83.077600
81.368170 84.988647 82.436251 82.112199 83.070923
81.119918 84.985214 82.422521 82.102374 83.063302
80.863683 84.982300 82.408768 82.090110 83.054709
80.608950 84.979431 82.394992 82.075445 83.045156
80.365199 84.976349 82.381191 82.058512 83.034687
80.141675 84.973114 82.367367 82.039533 83.023386
79.947150 84.969818 82.353520 82.018817 83.011370
79.789710 84.967163 82.339649 81.996746 82.998785
79.676547 84.963623 82.325755 81.973774 82.985808
79.613781 84.960510 82.311839 81.950408 82.972636
79.606305 84.957870 82.297899 81.927199 82.959486
79.657663 84.954605 82.283937 81.904728 82.946588
79.769952 84.951385 82.269952 81.883592 82.934179
79.943778 84.948166 82.255945 81.864386 82.922498
80.178227 84.945511 82.241916 81.847691 82.911778
80.470890 84.942139 82.227865 81.834059 82.902244
80.817915 84.939102 82.213791 81.823999 82.894102
81.214101 84.936295 82.199696 81.817960 82.887539
81.653022 84.933487 82.185579 81.816327 82.882717
82.127180 84.930313 82.171440 81.819405 82.879766
82.628187 84.927383 82.157280 81.827412 82.878783
83.146968 84.924347 82.143099 81.840477 82.879830
83.673981 84.921234 82.128896 81.858631 82.882933
84.199449 84.917908 82.114673 81.881807 82.888075
84.713594 84.914764 82.100429 81.909845 82.895206
85.206879 84.911530 82.086164 81.942489 82.904236
85.670237 84.908630 82.071878 81.979397 82.915041
86.095291 84.905197 82.057572 82.020149 82.927464
86.474556 84.901245 82.043245 82.064252 82.941319
86.801622 84.897537 82.028899 82.111156 82.956399
87.071307 84.893448 82.014532 82.160267 82.972473
87.279783 84.889816 82.000146 82.210955 82.989298
87.424666 84.885925 81.985739 82.262576 83.006624
87.505070 84.882019 81.971314 82.314482 83.024196
87.521630 84.877350 81.956868 82.366038 83.041764
87.476479 84.873413 81.942404 82.416636 83.059087
87.373198 84.868835 81.927920 82.465711 83.075939
87.216718 84.864456 81.913417 82.512751 83.092114
87.013202 84.859558 81.898895 82.557310 83.107431
86.769887 84.855148 81.884355 82.599018 83.121737
86.494905 84.850464 81.869796 82.637591 83.134914
86.197080 84.846054 81.855219 82.672834 83.146875
85.885708 84.841187 81.840623 82.704644 83.157574
85.570326 84.836456 81.826009 82.733018 83.166999
85.260474 84.831528 81.811377 82.758042 83.175176
84.965461 84.826355 81.796727 82.779897 83.182169
84.694130 84.821716 81.782059 82.798850 83.188076
84.454640 84.816711 81.767374 82.815244 83.193023
84.254264 84.812027 81.752672 82.829492 83.197169
84.099209 84.807602 81.737952 82.842063 83.200692
83.994456 84.802368 81.723215 82.853473 83.203793
83.943644 84.797562 81.708461 82.864267 83.206683
83.948972 84.792862 81.693690 82.875007 83.209582
84.011150 84.787689 81.678902 82.886256 83.212714
84.129372 84.783203 81.664098 82.898564 83.216294
84.301345 84.778427 81.649277 82.912453 83.220533
84.523334 84.773941 81.634440 82.928402 83.225622
84.790262 84.768921 81.619587 82.946836 83.231734
85.095828 84.764267 81.604718 82.968113 83.239015
85.432667 84.759949 81.589833 82.992515 83.247584
85.792524 84.755157 81.574933 83.020238 83.257525
86.166463 84.750137 81.560016 83.051388 83.268888
86.545085 84.745346 81.545085 83.085980 83.281686
86.918757 84.740601 81.530138 83.123928 83.295893
87.277852 84.735428 81.515176 83.165056 83.311448
87.612986 84.730621 81.500200 83.209095 83.328251
87.915245 84.725601 81.485208 83.255690 83.346169
88.176410 84.720459 81.470202 83.304410 83.365037
88.389160 84.715408 81.455181 83.354754 83.384662
88.547246 84.710220 81.440146 83.406165 83.404829
88.645653 84.704666 81.425096 83.458041 83.425301
88.680722 84.699112 81.410033 83.509751 83.445830
88.650238 84.693283 81.394956 83.560647 83.466159
88.553489 84.687439 81.379864 83.610081 83.486032
88.391283 84.681503 81.364760 83.657420 83.505193
88.165931 84.675766 81.349641 83.702058 83.523399
87.881188 84.669357 81.334510 83.743436 83.540421
87.542165 84.663467 81.319365 83.781047 83.556053
87.155204 84.657074 81.304208 83.814454 83.570112
86.727723 84.651047 81.289037 83.843299 83.582447
86.268036 84.644196 81.273854 83.867306 83.592937
85.785147 84.638046 81.258658 83.886295 83.601501
85.288534 84.631378 81.243449 83.900178 83.608091
84.787918 84.625076 81.228229 83.908968 83.612699
84.293020 84.617920 81.212996 83.912770 83.615357
83.813331 84.611572 81.197751 83.911786 83.616130
83.357875 84.605164 81.182495 83.906301 83.615121
82.934994 84.598663 81.167227 83.896684 83.612465
82.552140 84.592178 81.151947 83.883372 83.608323
82.215699 84.585480 81.136656 83.866860 83.602883
81.930832 84.578918 81.121354 83.847692 83.596351
81.701355 84.572220 81.106040 83.826441 83.588949
81.529642 84.565796 81.090716 83.803700 83.580905
81.416577 84.559509 81.075381 83.780066 83.572451
81.361528 84.553085 81.060036 83.756120 83.563814
81.362370 84.546570 81.044679 83.732419 83.555215
81.415539 84.539871 81.029313 83.709480 83.546857
81.516122 84.533386 81.013936 83.687763 83.538924
81.657983 84.526962 80.998550 83.667666 83.531577
81.833917 84.520920 80.983153 83.649511 83.524945
82.035828 84.513870 80.967747 83.633533 83.519128
82.254935 84.507782 80.952332 83.619884 83.514190
82.481992 84.500916 80.936907 83.608618 83.510158
82.707514 84.494339 80.921472 83.599696 83.507023
82.922021 84.487473 80.906029 83.592986 83.504738
83.116269 84.480743 80.890576 83.588266 83.503220
83.281485 84.474289 80.875115 83.585229 83.502354
83.409585 84.467148 80.859646 83.583490 83.501992
83.493376 84.460175 80.844167 83.582598 83.501958
83.526738 84.452896 80.828681 83.582045 83.502055
83.504780 84.445145 80.813186 83.581280 83.502065
83.423958 84.437927 80.797683 83.579722 83.501760
83.282172 84.430588 80.782172 83.576776 83.500902
83.078821 84.423080 80.766654 83.571846 83.499254
82.814817 84.415573 80.751128 83.564350 83.496580
82.492569 84.407440 80.735595 83.553739 83.492658
82.115930 84.399490 80.720054 83.539503 83.487280
81.690101 84.391541 80.704506 83.521192 83.480260
81.221508 84.383347 80.688951 83.498423 83.471437
80.717650 84.375305 80.673390 83.470890 83.460680
80.186915 84.367142 80.657822 83.438376 83.447892
79.638378 84.358505 80.642247 83.400752 83.433011
79.081581 84.350098 80.626666 83.357988 83.416013
78.526303 84.341843 80.611079 83.310149 83.396913
77.982321 84.333328 80.595486 83.257399 83.375762
77.459171 84.325134 80.579887 83.199991 83.352650
76.965922 84.316406 80.564282 83.138267 83.327702
76.510952 84.307739 80.548672 83.072650 83.301074
76.101745 84.299866 80.533056 83.003631 83.272952
75.744711 84.291077 80.517435 82.931761 83.243545
75.445033 84.282867 80.501809 82.857635 83.213082
75.206540 84.274124 80.486177 82.781881 83.181806
75.031615 84.265823 80.470542 82.705146 83.149969
74.921145 84.257355 80.454901 82.628077 83.117826
74.874495 84.249100 80.439256 82.551309 83.085625
74.889531 84.240524 80.423607 82.475449 83.053609
74.962675 84.232285 80.407953 82.401065 83.022004
75.088995 84.223969 80.392295 82.328669 82.991016
75.262328 84.215698 80.376634 82.258705 82.960825
75.475437 84.206696 80.360969 82.191544 82.931586
75.720191 84.198807 80.345300 82.127471 82.903416
75.987767 84.190369 80.329628 82.066682 82.876402
76.268868 84.181732 80.313953 82.009278 82.850591
76.553957 84.173279 80.298274 81.955265 82.825995
76.833496 84.164825 80.282593 81.904554 82.802587
77.098175 84.155533 80.266908 81.856966 82.780304
77.339151 84.147034 80.251222 81.812235 82.759049
77.548267 84.138016 80.235532 81.770018 82.738695
77.718248 84.128952 80.219841 81.729901 82.719084
77.842890 84.119995 80.204147 81.691416 82.700036
77.917210 84.110992 80.188451 81.654048 82.681353
77.937570 84.101715 80.172753 81.617251 82.662823
77.901771 84.092407 80.157054 81.580464 82.644225
77.809105 84.082779 80.141353 81.543124 82.625338
77.660376 84.073456 80.125650 81.504681 82.605943
77.457879 84.063202 80.109947 81.464613 82.585834
77.205348 84.053467 80.094242 81.422442 82.564816
76.907862 84.043533 80.078537 81.377744 82.542719
76.571720 84.033127 80.062830 81.330159 82.519394
76.204290 84.023590 80.047123 81.279408 82.494726
75.813825 84.013123 80.031416 81.225293 82.468629
75.409261 84.003342 80.015708 81.167709 82.441053
75.000000 83.993179 80.000000 81.106642 82.411986
74.595673 83.982971 79.984292 81.042177 82.381454
74.205908 83.972458 79.968584 80.974492 82.349518
73.840091 83.962204 79.952877 80.903854 82.316278
73.507133 83.951584 79.937170 80.830619 82.281868
73.215255 83.941360 79.921463 80.755219 82.246451
72.971779 83.930954 79.905758 80.678156 82.210222
72.782953 83.920776 79.890053 80.599985 82.173397
72.653792 83.910385 79.874350 80.521310 82.136211
72.587958 83.900436 79.858647 80.442762 82.098913
72.587664 83.889816 79.842946 80.364989 82.061760
72.653622 83.879852 79.827247 80.288639 82.025009
72.785025 83.869614 79.811549 80.214346 81.988915
72.979564 83.859711 79.795853 80.142714 81.953723
73.233482 83.849533 79.780159 80.074306 81.919659
73.541668 83.839417 79.764468 80.009626 81.886933
73.897782 83.828949 79.748778 79.949113 81.855725
74.294405 83.818909 79.733092 79.893126 81.826189
74.723225 83.808411 79.717407 79.841939 81.798443
75.175237 83.798904 79.701726 79.795734 81.772571
