x filter(x) xRef y_RA_100 y_RA_256
80.574377 83.637695 83.039651 83.862030 83.868738
80.375097 83.640869 83.027165 83.827506 83.855091
80.125754 83.643753 83.014648 83.790855 83.840524
79.831426 83.646973 83.002101 83.751652 83.824863
79.498415 83.650696 82.989525 83.709541 83.807963
79.134086 83.654449 82.976919 83.664240 83.789706
78.746693 83.658585 82.964284 83.615551 83.770006
78.345173 83.662247 82.951620 83.563369 83.748816
77.938926 83.666336 82.938926 83.507682 83.726121
77.537585 83.670700 82.926204 83.448572 83.701947
77.150776 83.675247 82.913452 83.386217 83.676356
76.787886 83.679977 82.900672 83.320887 83.649448
76.457827 83.684631 82.887864 83.252936 83.621356
76.168818 83.689590 82.875026 83.182796 83.592244
75.928182 83.695297 82.862161 83.110968 83.562307
75.742167 83.700958 82.849267 83.038010 83.531759
75.615788 83.706650 82.836345 82.964523 83.500837
75.552705 83.712723 82.823395 82.891138 83.469790
75.555134 83.718842 82.810417 82.818505 83.438873
75.623787 83.725464 82.797411 82.747270 83.408346
75.757854 83.732452 82.784378 82.678068 83.378461
75.955028 83.739212 82.771317 82.611503 83.349463
76.211552 83.746094 82.758229 82.548137 83.321581
76.522315 83.753906 82.745114 82.488475 83.295021
76.880975 83.761169 82.731972 82.432956 83.269966
77.280116 83.768967 82.718802 82.381937 83.246568
77.711424 83.777115 82.705606 82.335695 83.224947
78.165894 83.785202 82.692383 82.294410 83.205185
78.634049 83.793137 82.679134 82.258168 83.187329
79.106169 83.801727 82.665858 82.226961 83.171387
79.572532 83.810226 82.652556 82.200679 83.157329
80.023648 83.818619 82.639228 82.179124 83.145088
80.450493 83.826996 82.625873 82.162009 83.134562
80.844726 83.836349 82.612493 82.148967 83.125617
81.198894 83.844650 82.599087 82.139560 83.118091
81.506612 83.853851 82.585655 82.133293 83.111796
81.762719 83.862946 82.572198 82.129624 83.106527
81.963401 83.872238 82.558715 82.127978 83.102061
82.106281 83.881027 82.545207 82.127764 83.098171
82.190478 83.890686 82.531674 82.128385 83.094626
82.216623 83.900101 82.518116 82.129258 83.091196
82.186842 83.909363 82.504533 82.129828 83.087663
82.104700 83.918930 82.490926 82.129580 83.083824
81.975108 83.927963 82.477293 82.128050 83.079493
81.804203 83.937744 82.463637 82.124844 83.074511
81.599193 83.947296 82.449956 82.119639 83.068748
81.368170 83.957138 82.436251 82.112199 83.062105
81.119918 83.967026 82.422521 82.102374 83.054519
80.863683 83.977112 82.408768 82.090110 83.045961
80.608950 83.986969 82.394992 82.075445 83.036441
80.365199 83.996841 82.381191 82.058512 83.026007
80.141675 84.007278 82.367367 82.039533 83.014740
79.947150 84.017883 82.353520 82.018817 83.002757
79.789710 84.028534 82.339649 81.996746 82.990206
79.676547 84.039337 82.325755 81.973774 82.977262
79.613781 84.050308 82.311839 81.950408 82.964123
79.606305 84.060913 82.297899 81.927199 82.951007
79.657663 84.072357 82.283937 81.904728 82.938142
79.769952 84.083450 82.269952 81.883592 82.925767
79.943778 84.094666 82.255945 81.864386 82.914118
80.178227 84.106628 82.241916 81.847691 82.903431
80.470890 84.118439 82.227865 81.834059 82.893929
80.817915 84.130081 82.213791 81.823999 82.885820
81.214101 84.142014 82.199696 81.817960 82.879289
81.653022 84.154221 82.185579 81.816327 82.874499
82.127180 84.166458 82.171440 81.819405 82.871580
82.628187 84.178345 82.157280 81.827412 82.870629
83.146968 84.190903 82.143099 81.840477 82.871709
83.673981 84.203400 82.128896 81.858631 82.874843
84.199449 84.215836 82.114673 81.881807 82.880017
84.713594 84.228409 82.100429 81.909845 82.887179
85.206879 84.240616 82.086164 81.942489 82.896241
85.670237 84.253418 82.071878 81.979397 82.907077
86.095291 84.265823 82.057572 82.020149 82.919530
86.474556 84.277969 82.043245 82.064252 82.933417
86.801622 84.290604 82.028899 82.111156 82.948527
87.071307 84.303040 82.014532 82.160267 82.964632
87.279783 84.315338 82.000146 82.210955 82.981488
87.424666 84.327835 81.985739 82.262576 82.998844
87.505070 84.339920 81.971314 82.314482 83.016447
87.521630 84.352310 81.956868 82.366038 83.034045
87.476479 84.364365 81.942404 82.416636 83.051398
87.373198 84.376724 81.927920 82.465711 83.068280
87.216718 84.388733 81.913417 82.512751 83.084485
87.013202 84.400940 81.898895 82.557310 83.099832
86.769887 84.413528 81.884355 82.599018 83.114168
86.494905 84.424973 81.869796 82.637591 83.127374
86.197080 84.437180 81.855219 82.672834 83.139365
85.885708 84.449631 81.840623 82.704644 83.150093
85.570326 84.461563 81.826009 82.733018 83.159547
85.260474 84.473633 81.811377 82.758042 83.167754
84.965461 84.485901 81.796727 82.779897 83.174776
84.694130 84.497772 81.782059 82.798850 83.180711
84.454640 84.509888 81.767374 82.815244 83.185687
84.254264 84.521988 81.752672 82.829492 83.189861
84.099209 84.534576 81.737952 82.842063 83.193413
83.994456 84.546555 81.723215 82.853473 83.196543
83.943644 84.558960 81.708461 82.864267 83.199461
83.948972 84.570724 81.693690 82.875007 83.202389
84.011150 84.583542 81.678902 82.886256 83.205548
84.129372 84.595795 81.664098 82.898564 83.209157
84.301345 84.608215 81.649277 82.912453 83.213423
84.523334 84.620911 81.634440 82.928402 83.218540
84.790262 84.632919 81.619587 82.946836 83.224679
85.095828 84.645416 81.604718 82.968113 83.231989
85.432667 84.657867 81.589833 82.992515 83.240585
85.792524 84.669998 81.574933 83.020238 83.250553
86.166463 84.682343 81.560016 83.051388 83.261944
86.545085 84.694641 81.545085 83.085980 83.274768
86.918757 84.706833 81.530138 83.123928 83.289003
87.277852 84.718704 81.515176 83.165056 83.304584
87.612986 84.730988 81.500200 83.209095 83.321414
87.915245 84.742813 81.485208 83.255690 83.339359
88.176410 84.754486 81.470202 83.304410 83.358253
88.389160 84.766266 81.455181 83.354754 83.377905
88.547246 84.777359 81.440146 83.406165 83.398098
88.645653 84.789047 81.425096 83.458041 83.418596
88.680722 84.799942 81.410033 83.509751 83.439151
88.650238 84.810898 81.394956 83.560647 83.459507
88.553489 84.822128 81.379864 83.610081 83.479406
88.391283 84.832397 81.364760 83.657420 83.498593
88.165931 84.843338 81.349641 83.702058 83.516824
87.881188 84.852997 81.334510 83.743436 83.533873
87.542165 84.863800 81.319365 83.781047 83.549530
87.155204 84.873764 81.304208 83.814454 83.563615
86.727723 84.884094 81.289037 83.843299 83.575975
86.268036 84.893616 81.273854 83.867306 83.586490
85.785147 84.903229 81.258658 83.886295 83.595079
85.288534 84.912872 81.243449 83.900178 83.601694
84.787918 84.922134 81.228229 83.908968 83.606328
84.293020 84.931335 81.212996 83.912770 83.609010
83.813331 84.940903 81.197751 83.911786 83.609808
83.357875 84.949615 81.182495 83.906301 83.608824
82.934994 84.959122 81.167227 83.896684 83.606192
82.552140 84.968018 81.151947 83.883372 83.602075
82.215699 84.976669 81.136656 83.866860 83.596659
81.930832 84.985489 81.121354 83.847692 83.590152
81.701355 84.994217 81.106040 83.826441 83.582774
81.529642 85.003021 81.090716 83.803700 83.574754
81.416577 85.011658 81.075381 83.780066 83.566323
81.361528 85.019852 81.060036 83.756120 83.557711
81.362370 85.028397 81.044679 83.732419 83.549135
81.415539 85.037094 81.029313 83.709480 83.540801
81.516122 85.044647 81.013936 83.687763 83.532892
81.657983 85.052444 80.998550 83.667666 83.525568
81.833917 85.060440 80.983153 83.649511 83.518960
82.035828 85.068405 80.967747 83.633533 83.513167
82.254935 85.075867 80.952332 83.619884 83.508252
82.481992 85.083527 80.936907 83.608618 83.504243
82.707514 85.090744 80.921472 83.599696 83.501131
82.922021 85.097549 80.906029 83.592986 83.498869
83.116269 85.104370 80.890576 83.588266 83.497374
83.281485 85.111115 80.875115 83.585229 83.496531
83.409585 85.117599 80.859646 83.583490 83.496191
83.493376 85.123398 80.844167 83.582598 83.496180
83.526738 85.129883 80.828681 83.582045 83.496299
83.504780 85.135056 80.813186 83.581280 83.496333
83.423958 85.140915 80.797683 83.579722 83.496050
83.282172 85.145569 80.782172 83.576776 83.495214
83.078821 85.150558 80.766654 83.571846 83.493588
82.814817 85.155304 80.751128 83.564350 83.490936
82.492569 85.159943 80.735595 83.553739 83.487037
82.115930 85.163788 80.720054 83.539503 83.481681
81.690101 85.167908 80.704506 83.521192 83.474682
81.221508 85.171524 80.688951 83.498423 83.465881
80.717650 85.174927 80.673390 83.470890 83.455146
80.186915 85.178055 80.657822 83.438376 83.442379
79.638378 85.181015 80.642247 83.400752 83.427520
79.081581 85.184265 80.626666 83.357988 83.410543
78.526303 85.185959 80.611079 83.310149 83.391464
77.982321 85.188385 80.595486 83.257399 83.370335
77.459171 85.190903 80.579887 83.199991 83.347244
76.965922 85.192566 80.564282 83.138267 83.322317
76.510952 85.194611 80.548672 83.072650 83.295710
76.101745 85.196106 80.533056 83.003631 83.267609
75.744711 85.197876 80.517435 82.931761 83.238223
75.445033 85.198822 80.501809 82.857635 83.207781
75.206540 85.200439 80.486177 82.781881 83.176526
75.031615 85.201035 80.470542 82.705146 83.144710
74.921145 85.202133 80.454901 82.628077 83.112586
74.874495 85.202347 80.439256 82.551309 83.080406
74.889531 85.203537 80.423607 82.475449 83.048411
74.962675 85.203354 80.407953 82.401065 83.016826
75.088995 85.203918 80.392295 82.328669 82.985858
75.262328 85.203323 80.376634 82.258705 82.955688
75.475437 85.203506 80.360969 82.191544 82.926468
75.720191 85.202515 80.345300 82.127471 82.898318
75.987767 85.202164 80.329628 82.066682 82.871324
76.268868 85.201065 80.313953 82.009278 82.845533
76.553957 85.200256 80.298274 81.955265 82.820957
76.833496 85.198395 80.282593 81.904554 82.797568
77.098175 85.196976 80.266908 81.856966 82.775305
77.339151 85.194748 80.251222 81.812235 82.754070
77.548267 85.192703 80.235532 81.770018 82.733735
77.718248 85.190247 80.219841 81.729901 82.714143
77.842890 85.187347 80.204147 81.691416 82.695115
77.917210 85.184158 80.188451 81.654048 82.676451
77.937570 85.180832 80.172753 81.617251 82.657940
77.901771 85.176666 80.157054 81.580464 82.639361
77.809105 85.172531 80.141353 81.543124 82.620493
77.660376 85.168625 80.125650 81.504681 82.601117
77.457879 85.163681 80.109947 81.464613 82.581027
77.205348 85.158859 80.094242 81.422442 82.560028
76.907862 85.153244 80.078537 81.377744 82.537949
76.571720 85.148071 80.062830 81.330159 82.514643
76.204290 85.141861 80.047123 81.279408 82.489994
75.813825 85.135895 80.031416 81.225293 82.463915
75.409261 85.129333 80.015708 81.167709 82.436358
75.000000 85.122894 80.000000 81.106642 82.407309
74.595673 85.116394 79.984292 81.042177 82.376795
74.205908 85.109177 79.968584 80.974492 82.344878
73.840091 85.101700 79.952877 80.903854 82.311656
73.507133 85.094437 79.937170 80.830619 82.277263
73.215255 85.086670 79.921463 80.755219 82.241865
72.971779 85.078812 79.905758 80.678156 82.205653
72.782953 85.070755 79.890053 80.599985 82.168846
72.653792 85.062500 79.874350 80.521310 82.131678
72.587958 85.054337 79.858647 80.442762 82.094398
72.587664 85.045349 79.842946 80.364989 82.057262
72.653622 85.036697 79.827247 80.288639 82.020529
72.785025 85.027786 79.811549 80.214346 81.984453
72.979564 85.018631 79.795853 80.142714 81.949277
73.233482 85.009552 79.780159 80.074306 81.915231
73.541668 84.999817 79.764468 80.009626 81.882522
73.897782 84.989792 79.748778 79.949113 81.851332
74.294405 84.980270 79.733092 79.893126 81.821813
74.723225 84.970230 79.717407 79.841939 81.794084
75.175237 84.959503 79.701726 79.795734 81.768229
75.640962 84.948898 79.686047 79.754597 81.744294
76.110683 84.938141 79.670372 79.718519 81.722288
76.574676 84.927200 79.654700 79.687392 81.702180
77.023452 84.915863 79.639031 79.661016 81.683904
77.447986 84.904099 79.623366 79.639105 81.667357
77.839938 84.892197 79.607705 79.621291 81.652406
78.191854 84.879913 79.592047 79.607139 81.638889
78.497350 84.867569 79.576393 79.596151 81.626617
78.751265 84.854462 79.560744 79.587785 81.615385
78.949785 84.841553 79.545099 79.581468 81.604973
79.090532 84.828049 79.529458 79.576608 81.595151
79.172626 84.814438 79.513823 79.572608 81.585688
79.196699 84.800613 79.498191 79.568886 81.576356
79.164875 84.786407 79.482565 79.564886 81.566936
79.080718 84.771820 79.466944 79.560092 81.557224
78.949143 84.756989 79.451328 79.554043 81.547036
78.776285 84.741989 79.435718 79.546343 81.536213
78.569350 84.726395 79.420113 79.536669 81.524624
78.336434 84.710846 79.404514 79.524786 81.512170
78.086318 84.695221 79.388921 79.510544 81.498787
77.828249 84.679474 79.373334 79.493887 81.484449
77.571711 84.663254 79.357753 79.474856 81.469165
77.326186 84.646683 79.342178 79.453582 81.452982
77.100918 84.630463 79.326610 79.430288 81.435981
76.904679 84.613434 79.311049 79.405282 81.418281
76.745555 84.596863 79.295494 79.378948 81.400028
76.630737 84.579559 79.279946 79.351738 81.381398
76.566348 84.562271 79.264405 79.324160 81.362589
76.557278 84.544937 79.248872 79.296765 81.343819
76.607071 84.527359 79.233346 79.270135 81.325316
76.717828 84.509674 79.217828 79.244864 81.307318
76.890150 84.492172 79.202317 79.221550 81.290063
77.123125 84.474350 79.186814 79.200774 81.273786
77.414345 84.456055 79.171319 79.183086 81.258710
77.759956 84.438187 79.155833 79.168996 81.245043
78.154760 84.419540 79.140354 79.158954 81.232972
78.592328 84.401230 79.124885 79.153344 81.222657
79.065164 84.383072 79.109424 79.152471 81.214229
79.564878 84.363434 79.093971 79.156554 81.207786
80.082397 84.344849 79.078528 79.165721 81.203390
80.608178 84.325302 79.063093 79.180002 81.201065
81.132444 84.306671 79.047668 79.199334 81.200797
81.645418 84.286758 79.032253 79.223552 81.202534
82.137562 84.267151 79.016847 79.252404 81.206186
82.599810 84.247040 79.001450 79.285546 81.211630
83.023783 84.226944 78.986064 79.322559 81.218709
83.401998 84.206192 78.970687 79.362949 81.227237
83.728044 84.185837 78.955321 79.406168 81.237006
83.996740 84.165054 78.939964 79.451619 81.247786
84.204257 84.143967 78.924619 79.498675 81.259335
84.348210 84.122375 78.909284 79.546690 81.271401
84.427716 84.100769 78.893960 79.595017 81.283730
84.443407 84.079224 78.878646 79.643021 81.296073
84.397420 84.057159 78.863344 79.690094 81.308187
84.293331 84.034821 78.848053 79.735671 81.319848
84.136074 84.012634 78.832773 79.779239 81.330849
83.931811 83.989960 78.817505 79.820354 81.341009
83.687780 83.967438 78.802249 79.858645 81.350176
83.412113 83.944336 78.787004 79.893828 81.358231
83.113632 83.921448 78.771771 79.925707 81.365088
82.801636 83.897827 78.756551 79.954182 81.370699
82.485659 83.874390 78.741342 79.979246 81.375054
82.175244 83.850708 78.726146 80.000988 81.378180
81.879697 83.827271 78.710963 80.019590 81.380139
81.607863 83.803543 78.695792 80.035315 81.381029
81.367900 83.779709 78.680635 80.048509 81.380977
81.167083 83.755920 78.665490 80.059584 81.380142
81.011615 83.732147 78.650359 80.069010 81.378702
80.906481 83.708099 78.635240 80.077302 81.376858
80.855319 83.684158 78.620136 80.085005 81.374821
80.860327 83.660019 78.605044 80.092681 81.372811
80.922215 83.635406 78.589967 80.100895 81.371051
81.040178 83.611343 78.574904 80.110194 81.369758
81.211922 83.586929 78.559854 80.121103 81.369142
81.433713 83.562546 78.544819 80.134099 81.369394
81.700473 83.538193 78.529798 80.149607 81.370687
82.005902 83.513596 78.514792 80.167987 81.373168
82.342634 83.489197 78.499800 80.189518 81.376955
82.702415 83.464584 78.484824 80.214398 81.382133
83.076308 83.439621 78.469862 80.242734 81.388751
83.454915 83.414597 78.454915 80.274537 81.396822
83.828602 83.390030 78.439984 80.309726 81.406321
84.187744 83.364639 78.425067 80.348122 81.417186
84.522953 83.339523 78.410167 80.389457 81.429318
84.825319 83.314819 78.395282 80.433377 81.442583
85.086622 83.289200 78.380413 80.479448 81.456818
85.299539 83.263443 78.365560 80.527172 81.471829
85.457823 83.237900 78.350723 80.575990 81.487399
85.556459 83.211990 78.335902 80.625302 81.503294
85.591787 83.185928 78.321098 80.674475 81.519264
85.561593 83.159760 78.306310 80.722862 81.535055
85.465164 83.133286 78.291539 80.769816 81.550407
85.303309 83.107346 78.276785 80.814702 81.565066
85.078338 83.080566 78.262048 80.856916 81.578790
84.794006 83.053879 78.247328 80.895897 81.591350
84.455425 83.027008 78.232626 80.931140 81.602537
84.068937 83.000061 78.217941 80.962207 81.612172
83.641959 82.973099 78.203273 80.988740 81.620101
83.182805 82.945877 78.188623 81.010463 81.626205
82.700480 82.918777 78.173991 81.027196 81.630401
82.204462 82.891418 78.159377 81.038852 81.632644
81.704470 82.864243 78.144781 81.045442 81.632924
81.210228 82.837479 78.130204 81.047074 81.631273
80.731224 82.809769 78.115645 81.043947 81.627757
80.276485 82.782822 78.101105 81.036348 81.622479
79.854350 82.755707 78.086583 81.024645 81.615572
79.472273 82.728043 78.072080 81.009275 81.607200
79.136639 82.700821 78.057596 80.990734 81.597549
78.852610 82.673828 78.043132 80.969565 81.586827
78.624001 82.646301 78.028686 80.946341 81.575253
78.453187 82.618988 78.014261 80.921656 81.563058
78.341050 82.592361 77.999854 80.896106 81.550472
78.286961 82.565094 77.985468 80.870273 81.537724
78.288792 82.538635 77.971101 80.844714 81.525033
78.342981 82.511169 77.956755 80.819944 81.512603
78.444614 82.484329 77.942428 80.796426 81.500618
78.587555 82.456955 77.928122 80.774556 81.489239
78.764600 82.430115 77.913836 80.754655 81.478596
78.967652 82.403336 77.899571 80.736962 81.468788
79.187930 82.376190 77.885327 80.721625 81.459878
79.416189 82.349380 77.871104 80.708700 81.451895
79.642943 82.322327 77.856901 80.698148 81.444829
79.858712 82.295517 77.842720 80.689837 81.438633
80.054252 82.268280 77.828560 80.683544 81.433225
80.220791 82.241318 77.814421 80.678962 81.428489
80.350243 82.214218 77.800304 80.675707 81.424277
80.435417 82.187088 77.786209 80.673328 81.420415
80.470193 82.160172 77.772135 80.671317 81.416703
80.449678 82.132843 77.758084 80.669123 81.412925
80.370329 82.105820 77.744055 80.666164 81.408853
80.230048 82.078308 77.730048 80.661846 81.404248
80.028230 82.050705 77.716063 80.655573 81.398873
79.765789 82.022995 77.702101 80.646763 81.392494
79.445136 81.995651 77.688161 80.634866 81.384887
79.070121 81.968018 77.674245 80.619373 81.375845
78.645946 81.940887 77.660351 80.599834 81.365181
78.179037 81.913635 77.646480 80.575866 81.352735
77.676893 81.885895 77.632633 80.547163 81.338376
77.147902 81.858231 77.618809 80.513507 81.322007
76.601139 81.830750 77.605008 80.474771 81.303566
76.046147 81.803482 77.591232 80.430923 81.283030
75.492703 81.776260 77.577479 80.382030 81.260411
74.950584 81.748550 77.563749 80.328253 81.235763
74.429329 81.721268 77.550044 80.269848 81.209176
73.938004 81.693909 77.536363 80.207157 81.180773
73.484987 81.667221 77.522707 80.140601 81.150711
73.077764 81.639847 77.509074 80.070671 81.119176
72.722743 81.612991 77.495467 79.997920 81.086378
72.425109 81.586243 77.481884 79.922941 81.052545
72.188688 81.559464 77.468326 79.846365 81.017920
72.015867 81.532745 77.454793 79.768835 80.982756
71.907529 81.506790 77.441285 79.691000 80.947306
71.863041 81.480148 77.427802 79.613496 80.911820
71.880269 81.453995 77.414345 79.536929 80.876541
71.955635 81.427841 77.400913 79.461867 80.841694
72.084206 81.401978 77.387507 79.388821 80.807485
72.259821 81.376236 77.374127 79.318236 80.774095
72.475241 81.351044 77.360772 79.250484 80.741678
72.722335 81.325211 77.347444 79.185849 80.710352
72.992281 81.299149 77.334142 79.124526 80.680204
73.275781 81.273560 77.320866 79.066618 80.651280
73.563300 81.248154 77.307617 79.012130 80.623593
73.845297 81.223053 77.294394 78.960973 80.597115
74.112464 81.197418 77.281198 78.912968 80.571784
74.355958 81.172821 77.268028 78.867849 80.547504
74.567620 81.147415 77.254886 78.825272 80.524145
74.740178 81.122055 77.241771 78.784826 80.501551
74.867426 81.097168 77.228683 78.746040 80.479543
74.944381 81.071640 77.215622 78.708400 80.457921
74.967406 81.046814 77.202589 78.671360 80.436474
74.934301 81.021713 77.189583 78.634360 80.414981
74.844358 80.996582 77.176605 78.596835 80.393221
74.698381 80.971664 77.163655 78.558236 80.370975
74.498666 80.946564 77.150733 78.518042 80.348037
74.248946 80.921982 77.137839 78.475774 80.324212
73.954299 80.896927 77.124974 78.431007 80.299329
73.621026 80.872375 77.112136 78.383384 80.273242
73.256494 80.847382 77.099328 78.332622 80.245833
72.868956 80.822815 77.086548 78.278527 80.217017
72.467350 80.797989 77.073796 78.220990 80.186745
72.061074 80.773407 77.061074 78.160001 80.155004
71.659761 80.749603 77.048380 78.095642 80.121820
71.273040 80.724915 77.035716 78.028092 80.087254
70.910295 80.701141 77.023081 77.957618 80.051407
70.580438 80.677353 77.010475 77.884577 80.014411
70.291690 80.653381 76.997899 77.809400 79.976431
70.051374 80.630173 76.985352 77.732588 79.937662
69.865735 80.606674 76.972835 77.654698 79.898318
69.739791 80.583710 76.960349 77.576333 79.858636
69.677202 80.560516 76.947892 77.498123 79.818865
69.680182 80.537964 76.935465 77.420718 79.779261
69.749443 80.515045 76.923068 77.344765 79.740082
69.884178 80.492706 76.910702 77.270898 79.701582
70.082077 80.470490 76.898366 77.199721 79.664006
70.339383 80.448135 76.886061 77.131797 79.627582
70.650987 80.426651 76.873787 77.067631 79.592517
71.010547 80.404938 76.861543 77.007660 79.558994
71.410644 80.383469 76.849331 76.952244 79.527164
71.842967 80.362015 76.837149 76.901657 79.497148
72.298510 80.340744 76.824999 76.856081 79.469028
72.767795 80.319534 76.812880 76.815603 79.442851
73.241104 80.298431 76.800793 76.780212 79.418626
73.708713 80.277390 76.788737 76.749801 79.396321
74.161133 80.256912 76.776713 76.724171 79.375871
74.589340 80.236450 76.764720 76.703034 79.357174
74.984993 80.215866 76.752760 76.686023 79.340095
75.340638 80.195053 76.740831 76.672703 79.324472
75.649892 80.175262 76.728935 76.662576 79.310119
75.907593 80.154709 76.717071 76.655101 79.296827
76.109925 80.134567 76.705240 76.649703 79.284379
76.254514 80.114380 76.693441 76.645790 79.272543
76.340478 80.093842 76.681674 76.642767 79.261090
76.368448 80.074173 76.669941 76.640051 79.249790
76.340549 80.054321 76.658240 76.637086 79.238426
76.260346 80.034607 76.646572 76.633356 79.226793
76.132752 80.015167 76.634937 76.628399 79.214707
75.963903 79.994812 76.623336 76.621820 79.202009
75.761005 79.975693 76.611768 76.613297 79.188567
75.532153 79.956299 76.600233 76.602593 79.174284
75.286129 79.937424 76.588732 76.589559 79.159096
75.032179 79.918106 76.577264 76.574139 79.142975
74.779789 79.899490 76.565831 76.556373 79.125932
74.538439 79.880890 76.554431 76.536394 79.108012
74.317373 79.862457 76.543065 76.514423 79.089298
74.125364 79.843750 76.531733 76.490769 79.069908
73.970497 79.825989 76.520436 76.465816 79.049988
73.859964 79.808197 76.509173 76.440015 79.029715
73.799886 79.790237 76.497944 76.413875 79.009286
73.795156 79.772507 76.486750 76.387947 78.988918
73.849316 79.755402 76.475591 76.362813 78.968842
73.964466 79.738541 76.464466 76.339067 78.949293
74.141209 79.721237 76.453376 76.317306 78.930512
74.378633 79.704941 76.442322 76.298111 78.912731
74.674327 79.688309 76.431302 76.282034 78.896175
75.024441 79.672424 76.420318 76.269582 78.881051
75.423774 79.656586 76.409369 76.261208 78.867546
75.865898 79.641022 76.398455 76.257294 78.855820
76.343317 79.625137 76.387577 76.258146 78.846006
76.847641 79.609680 76.376734 76.263982 78.838200
77.369797 79.594559 76.365928 76.274931 78.832464
77.900242 79.579407 76.355157 76.291023 78.828822
78.429198 79.564545 76.344422 76.312193 78.827261
78.946889 79.549515 76.333723 76.338279 78.827729
79.443776 79.534821 76.323061 76.369027 78.830135
79.910794 79.520081 76.312434 76.404094 78.834356
80.339564 79.506119 76.301845 76.443059 78.840236
80.722602 79.491684 76.291291 76.485431 78.847589
81.053498 79.477112 76.280774 76.530659 78.856206
81.327070 79.463013 76.270294 76.578148 78.865858
81.539489 79.448898 76.259851 76.627270 78.876302
81.688371 79.435211 76.249445 76.677380 78.887286
81.772831 79.420959 76.239075 76.727830 78.898558
81.793504 79.407379 76.228743 76.777985 78.909866
81.752524 79.393921 76.218448 76.827238 78.920971
81.653468 79.380127 76.208190 76.875023 78.931644
81.501271 79.366562 76.197970 76.920827 78.941682
81.302094 79.353073 76.187787 76.964206 78.950902
81.063174 79.339920 76.177642 77.004790 78.959153
80.792644 79.326431 76.167535 77.042293 78.966315
80.499327 79.313583 76.157465 77.076521 78.972304
80.192519 79.300797 76.147434 77.107373 78.977070
79.881757 79.288116 76.137440 77.134842 78.980604
79.576582 79.275818 76.127485 77.159018 78.982932
79.286301 79.262939 76.117567 77.180080 78.984117
79.019759 79.250885 76.107688 77.198295 78.984256
78.785114 79.238800 76.097848 77.214006 78.983479
78.589639 79.227066 76.088046 77.227626 78.981940
78.439539 79.215622 76.078283 77.239625 78.979821
78.339799 79.203964 76.068558 77.250518 78.977321
78.294055 79.192871 76.058872 77.260850 78.974652
78.304508 79.182190 76.049225 77.271183 78.972035
78.371865 79.171127 76.039617 77.282081 78.969690
78.495323 79.160538 76.030048 77.294093 78.967837
78.672586 79.150284 76.020518 77.307742 78.966684
78.899922 79.139786 76.011028 77.323506 78.966423
79.172251 79.130219 76.001577 77.341810 78.967227
79.483275 79.120224 75.992165 77.363013 78.969243
79.825627 79.110397 75.982793 77.387395 78.972588
80.191052 79.100662 75.973461 77.415154 78.977348
80.570615 79.091187 75.964168 77.446396 78.983571
80.954915 79.082397 75.954915 77.481134 78.991272
81.334321 79.072403 75.945702 77.519284 79.000424
81.699205 79.063965 75.936529 77.560670 79.010967
82.040182 79.054672 75.927396 77.605021 79.022799
82.348340 79.045975 75.918304 77.651985 79.035790
82.615460 79.037323 75.909251 77.701128 79.049773
82.834218 79.028458 75.900239 77.751951 79.064556
82.998368 79.020081 75.891268 77.803896 79.079922
83.102894 79.011368 75.882337 77.856361 79.095637
83.144136 79.002655 75.873447 77.908715 79.111452
83.119880 78.994339 75.864597 77.960311 79.127109
83.029413 78.985733 75.855788 78.010500 79.142353
82.873544 78.977264 75.847021 78.058649 79.156928
82.654583 78.969193 75.838294 78.104153 79.170591
82.376286 78.960648 75.829608 78.146452 79.183113
82.043763 78.952515 75.820963 78.185039 79.194287
81.663356 78.944443 75.812360 78.219478 79.203932
81.242484 78.936356 75.803798 78.249408 79.211895
80.789459 78.928177 75.795277 78.274557 79.218057
80.313287 78.920319 75.786798 78.294743 79.222336
79.823445 78.912399 75.778360 78.309879 79.224684
79.329653 78.904465 75.769964 78.319975 79.225094
78.841634 78.896774 75.761610 78.325140 79.223596
78.368877 78.889648 75.753298 78.325573 79.220257
77.920408 78.882172 75.745028 78.321562 79.215180
77.504566 78.874771 75.736799 78.313473 79.208498
77.128806 78.867661 75.728613 78.301743 79.200374
76.799512 78.860870 75.720469 78.286870 79.190995
76.521845 78.853790 75.712367 78.269394 79.180569
76.299622 78.847382 75.704307 78.249892 79.169315
76.135216 78.840790 75.696290 78.228954 79.157463
76.029511 78.834625 75.688315 78.207177 79.145245
75.981876 78.828613 75.680383 78.185145 79.132888
75.990184 78.822159 75.672493 78.163413 79.120612
76.050872 78.816437 75.664646 78.142496 79.108621
76.159028 78.810501 75.656842 78.122858 79.097099
76.308515 78.804916 75.649081 78.104894 79.086206
76.492126 78.799042 75.641363 78.088926 79.076073
76.701768 78.793686 75.633688 78.075192 79.066798
76.928659 78.788239 75.626056 78.063840 79.058446
77.163552 78.782715 75.618467 78.054926 79.051044
77.396963 78.777771 75.610921 78.048412 79.044583
77.619410 78.772385 75.603418 78.044164 79.039016
77.821652 78.767181 75.595959 78.041961 79.034260
77.994914 78.761353 75.588544 78.041495 79.030200
78.131111 78.756790 75.581172 78.042383 79.026688
78.223052 78.751282 75.573843 78.044172 79.023549
78.264617 78.746048 75.566559 78.046354 79.020585
78.250912 78.740707 75.559318 78.048379 79.017578
78.178395 78.735352 75.552121 78.049667 79.014300
78.044967 78.730194 75.544967 78.049620 79.010514
