Freq Amp Phase Re(H) Im(H) GroupDelay PhaseDelay 20Log10(Amp)
8.470000e+002 1.286146e-003 3.899492e-002 1.285168e-003 5.014045e-005 4.836010e-005 7.327313e-006 -5.781420e+001
8.480000e+002 1.286198e-003 3.894667e-002 1.285223e-003 5.008047e-005 4.824868e-005 7.309617e-006 -5.781384e+001
8.490000e+002 1.286250e-003 3.889853e-002 1.285277e-003 5.002063e-005 4.813765e-005 7.291984e-006 -5.781349e+001
8.500000e+002 1.286302e-003 3.885051e-002 1.285331e-003 4.996091e-005 4.802701e-005 7.274412e-006 -5.781314e+001
8.510000e+002 1.286354e-003 3.880259e-002 1.285385e-003 4.990132e-005 4.791677e-005 7.256903e-006 -5.781279e+001
8.520000e+002 1.286405e-003 3.875478e-002 1.285439e-003 4.984187e-005 4.780691e-005 7.239455e-006 -5.781245e+001
8.530000e+002 1.286456e-003 3.870709e-002 1.285493e-003 4.978254e-005 4.769744e-005 7.222068e-006 -5.781210e+001
8.540000e+002 1.286507e-003 3.865950e-002 1.285546e-003 4.972334e-005 4.758835e-005 7.204743e-006 -5.781175e+001
8.550000e+002 1.286558e-003 3.861202e-002 1.285599e-003 4.966427e-005 4.747965e-005 7.187478e-006 -5.781141e+001
8.560000e+002 1.286609e-003 3.856465e-002 1.285652e-003 4.960532e-005 4.737133e-005 7.170274e-006 -5.781107e+001
8.570000e+002 1.286660e-003 3.851738e-002 1.285705e-003 4.954651e-005 4.726339e-005 7.153130e-006 -5.781073e+001
8.580000e+002 1.286710e-003 3.847023e-002 1.285758e-003 4.948782e-005 4.715583e-005 7.136045e-006 -5.781039e+001
8.590000e+002 1.286760e-003 3.842318e-002 1.285810e-003 4.942925e-005 4.704864e-005 7.119021e-006 -5.781005e+001
8.600000e+002 1.286810e-003 3.837624e-002 1.285863e-003 4.937081e-005 4.694183e-005 7.102056e-006 -5.780971e+001
8.610000e+002 1.286860e-003 3.832940e-002 1.285915e-003 4.931250e-005 4.683539e-005 7.085150e-006 -5.780937e+001
8.620000e+002 1.286910e-003 3.828267e-002 1.285967e-003 4.925431e-005 4.672932e-005 7.068302e-006 -5.780904e+001
8.630000e+002 1.286959e-003 3.823605e-002 1.286019e-003 4.919625e-005 4.662362e-005 7.051514e-006 -5.780870e+001
8.640000e+002 1.287009e-003 3.818953e-002 1.286070e-003 4.913831e-005 4.651829e-005 7.034783e-006 -5.780837e+001
8.650000e+002 1.287058e-003 3.814312e-002 1.286122e-003 4.908049e-005 4.641332e-005 7.018111e-006 -5.780804e+001
8.660000e+002 1.287107e-003 3.809681e-002 1.286173e-003 4.902280e-005 4.630872e-005 7.001496e-006 -5.780771e+001
8.670000e+002 1.287156e-003 3.805060e-002 1.286224e-003 4.896523e-005 4.620448e-005 6.984939e-006 -5.780738e+001
8.680000e+002 1.287204e-003 3.800450e-002 1.286275e-003 4.890779e-005 4.610060e-005 6.968439e-006 -5.780705e+001
8.690000e+002 1.287253e-003 3.795851e-002 1.286326e-003 4.885046e-005 4.599708e-005 6.951995e-006 -5.780672e+001
8.700000e+002 1.287301e-003 3.791261e-002 1.286376e-003 4.879326e-005 4.589392e-005 6.935609e-006 -5.780640e+001
8.710000e+002 1.287349e-003 3.786682e-002 1.286426e-003 4.873618e-005 4.579111e-005 6.919279e-006 -5.780607e+001
8.720000e+002 1.287397e-003 3.782113e-002 1.286477e-003 4.867922e-005 4.568866e-005 6.903005e-006 -5.780575e+001
8.730000e+002 1.287445e-003 3.777555e-002 1.286527e-003 4.862238e-005 4.558656e-005 6.886787e-006 -5.780543e+001
8.740000e+002 1.287493e-003 3.773006e-002 1.286577e-003 4.856566e-005 4.548481e-005 6.870625e-006 -5.780510e+001
8.750000e+002 1.287540e-003 3.768468e-002 1.286626e-003 4.850906e-005 4.538341e-005 6.854518e-006 -5.780478e+001
8.760000e+002 1.287588e-003 3.763940e-002 1.286676e-003 4.845258e-005 4.528235e-005 6.838466e-006 -5.780446e+001
8.770000e+002 1.287635e-003 3.759421e-002 1.286725e-003 4.839622e-005 4.518165e-005 6.822469e-006 -5.780415e+001
8.780000e+002 1.287682e-003 3.754913e-002 1.286774e-003 4.833998e-005 4.508128e-005 6.806526e-006 -5.780383e+001
8.790000e+002 1.287729e-003 3.750415e-002 1.286823e-003 4.828385e-005 4.498127e-005 6.790638e-006 -5.780351e+001
8.800000e+002 1.287775e-003 3.745927e-002 1.286872e-003 4.822785e-005 4.488159e-005 6.774805e-006 -5.780320e+001
8.810000e+002 1.287822e-003 3.741449e-002 1.286921e-003 4.817196e-005 4.478225e-005 6.759025e-006 -5.780288e+001
8.820000e+002 1.287868e-003 3.736980e-002 1.286969e-003 4.811619e-005 4.468325e-005 6.743298e-006 -5.780257e+001
8.830000e+002 1.287915e-003 3.732522e-002 1.287018e-003 4.806054e-005 4.458459e-005 6.727626e-006 -5.780226e+001
8.840000e+002 1.287961e-003 3.728073e-002 1.287066e-003 4.800500e-005 4.448626e-005 6.712006e-006 -5.780195e+001
8.850000e+002 1.288007e-003 3.723635e-002 1.287114e-003 4.794958e-005 4.438827e-005 6.696439e-006 -5.780164e+001
8.860000e+002 1.288052e-003 3.719206e-002 1.287162e-003 4.789427e-005 4.429061e-005 6.680925e-006 -5.780133e+001
8.870000e+002 1.288098e-003 3.714786e-002 1.287209e-003 4.783908e-005 4.419328e-005 6.665463e-006 -5.780102e+001
8.880000e+002 1.288143e-003 3.710377e-002 1.287257e-003 4.778401e-005 4.409627e-005 6.650054e-006 -5.780072e+001
8.890000e+002 1.288189e-003 3.705977e-002 1.287304e-003 4.772905e-005 4.399960e-005 6.634696e-006 -5.780041e+001
8.900000e+002 1.288234e-003 3.701586e-002 1.287351e-003 4.767420e-005 4.390325e-005 6.619390e-006 -5.780011e+001
8.910000e+002 1.288279e-003 3.697206e-002 1.287399e-003 4.761947e-005 4.380723e-005 6.604136e-006 -5.779980e+001
8.920000e+002 1.288324e-003 3.692834e-002 1.287445e-003 4.756485e-005 4.371153e-005 6.588933e-006 -5.779950e+001
8.930000e+002 1.288368e-003 3.688473e-002 1.287492e-003 4.751035e-005 4.361615e-005 6.573781e-006 -5.779920e+001
8.940000e+002 1.288413e-003 3.684121e-002 1.287539e-003 4.745595e-005 4.352110e-005 6.558680e-006 -5.779890e+001
8.950000e+002 1.288457e-003 3.679778e-002 1.287585e-003 4.740167e-005 4.342636e-005 6.543630e-006 -5.779860e+001
8.960000e+002 1.288502e-003 3.675445e-002 1.287631e-003 4.734751e-005 4.333194e-005 6.528630e-006 -5.779830e+001
8.970000e+002 1.288546e-003 3.671121e-002 1.287678e-003 4.729345e-005 4.323784e-005 6.513680e-006 -5.779800e+001
8.980000e+002 1.288590e-003 3.666807e-002 1.287724e-003 4.723951e-005 4.314405e-005 6.498780e-006 -5.779771e+001
8.990000e+002 1.288634e-003 3.662502e-002 1.287769e-003 4.718567e-005 4.305057e-005 6.483929e-006 -5.779741e+001
9.000000e+002 1.288677e-003 3.658206e-002 1.287815e-003 4.713195e-005 4.295741e-005 6.469128e-006 -5.779712e+001
9.010000e+002 1.288721e-003 3.653919e-002 1.287861e-003 4.707834e-005 4.286455e-005 6.454377e-006 -5.779682e+001
9.020000e+002 1.288764e-003 3.649642e-002 1.287906e-003 4.702484e-005 4.277201e-005 6.439674e-006 -5.779653e+001
9.030000e+002 1.288807e-003 3.645374e-002 1.287951e-003 4.697145e-005 4.267977e-005 6.425020e-006 -5.779624e+001
9.040000e+002 1.288850e-003 3.641115e-002 1.287996e-003 4.691816e-005 4.258784e-005 6.410415e-006 -5.779595e+001
9.050000e+002 1.288893e-003 3.636866e-002 1.288041e-003 4.686499e-005 4.249622e-005 6.395858e-006 -5.779566e+001
9.060000e+002 1.288936e-003 3.632625e-002 1.288086e-003 4.681193e-005 4.240490e-005 6.381350e-006 -5.779537e+001
9.070000e+002 1.288979e-003 3.628394e-002 1.288130e-003 4.675897e-005 4.231388e-005 6.366889e-006 -5.779508e+001
9.080000e+002 1.289021e-003 3.624172e-002 1.288175e-003 4.670612e-005 4.222316e-005 6.352476e-006 -5.779480e+001
9.090000e+002 1.289064e-003 3.619958e-002 1.288219e-003 4.665338e-005 4.213275e-005 6.338111e-006 -5.779451e+001
9.100000e+002 1.289106e-003 3.615754e-002 1.288263e-003 4.660075e-005 4.204263e-005 6.323793e-006 -5.779423e+001
9.110000e+002 1.289148e-003 3.611559e-002 1.288307e-003 4.654822e-005 4.195281e-005 6.309522e-006 -5.779394e+001
9.120000e+002 1.289190e-003 3.607372e-002 1.288351e-003 4.649580e-005 4.186328e-005 6.295298e-006 -5.779366e+001
9.130000e+002 1.289232e-003 3.603195e-002 1.288395e-003 4.644349e-005 4.177405e-005 6.281121e-006 -5.779338e+001
9.140000e+002 1.289274e-003 3.599027e-002 1.288439e-003 4.639128e-005 4.168511e-005 6.266990e-006 -5.779310e+001
9.150000e+002 1.289315e-003 3.594867e-002 1.288482e-003 4.633918e-005 4.159646e-005 6.252905e-006 -5.779282e+001
9.160000e+002 1.289357e-003 3.590716e-002 1.288525e-003 4.628719e-005 4.150811e-005 6.238867e-006 -5.779254e+001
9.170000e+002 1.289398e-003 3.586574e-002 1.288569e-003 4.623530e-005 4.142004e-005 6.224875e-006 -5.779226e+001
9.180000e+002 1.289439e-003 3.582441e-002 1.288612e-003 4.618351e-005 4.133227e-005 6.210928e-006 -5.779198e+001
9.190000e+002 1.289480e-003 3.578316e-002 1.288655e-003 4.613183e-005 4.124477e-005 6.197027e-006 -5.779171e+001
9.200000e+002 1.289521e-003 3.574201e-002 1.288697e-003 4.608025e-005 4.115757e-005 6.183171e-006 -5.779143e+001
9.210000e+002 1.289562e-003 3.570094e-002 1.288740e-003 4.602878e-005 4.107065e-005 6.169360e-006 -5.779116e+001
9.220000e+002 1.289602e-003 3.565995e-002 1.288782e-003 4.597741e-005 4.098401e-005 6.155594e-006 -5.779088e+001
9.230000e+002 1.289643e-003 3.561905e-002 1.288825e-003 4.592614e-005 4.089766e-005 6.141873e-006 -5.779061e+001
9.240000e+002 1.289683e-003 3.557824e-002 1.288867e-003 4.587498e-005 4.081158e-005 6.128196e-006 -5.779034e+001
9.250000e+002 1.289723e-003 3.553752e-002 1.288909e-003 4.582392e-005 4.072579e-005 6.114564e-006 -5.779007e+001
9.260000e+002 1.289763e-003 3.549688e-002 1.288951e-003 4.577296e-005 4.064027e-005 6.100976e-006 -5.778980e+001
9.270000e+002 1.289803e-003 3.545632e-002 1.288993e-003 4.572210e-005 4.055503e-005 6.087431e-006 -5.778953e+001
9.280000e+002 1.289843e-003 3.541585e-002 1.289034e-003 4.567135e-005 4.047006e-005 6.073931e-006 -5.778926e+001
9.290000e+002 1.289883e-003 3.537547e-002 1.289076e-003 4.562069e-005 4.038538e-005 6.060474e-006 -5.778899e+001
9.300000e+002 1.289923e-003 3.533517e-002 1.289117e-003 4.557014e-005 4.030096e-005 6.047060e-006 -5.778873e+001
9.310000e+002 1.289962e-003 3.529495e-002 1.289159e-003 4.551969e-005 4.021682e-005 6.033690e-006 -5.778846e+001
9.320000e+002 1.290001e-003 3.525482e-002 1.289200e-003 4.546934e-005 4.013294e-005 6.020363e-006 -5.778820e+001
9.330000e+002 1.290041e-003 3.521477e-002 1.289241e-003 4.541909e-005 4.004934e-005 6.007078e-006 -5.778793e+001
9.340000e+002 1.290080e-003 3.517480e-002 1.289282e-003 4.536894e-005 3.996601e-005 5.993836e-006 -5.778767e+001
9.350000e+002 1.290119e-003 3.513492e-002 1.289322e-003 4.531888e-005 3.988294e-005 5.980637e-006 -5.778741e+001
9.360000e+002 1.290157e-003 3.509512e-002 1.289363e-003 4.526893e-005 3.980014e-005 5.967480e-006 -5.778715e+001
9.370000e+002 1.290196e-003 3.505540e-002 1.289403e-003 4.521908e-005 3.971761e-005 5.954365e-006 -5.778689e+001
9.380000e+002 1.290235e-003 3.501576e-002 1.289444e-003 4.516932e-005 3.963534e-005 5.941292e-006 -5.778663e+001
9.390000e+002 1.290273e-003 3.497621e-002 1.289484e-003 4.511966e-005 3.955334e-005 5.928261e-006 -5.778637e+001
9.400000e+002 1.290311e-003 3.493674e-002 1.289524e-003 4.507010e-005 3.947159e-005 5.915271e-006 -5.778611e+001
9.410000e+002 1.290350e-003 3.489735e-002 1.289564e-003 4.502064e-005 3.939011e-005 5.902323e-006 -5.778585e+001
9.420000e+002 1.290388e-003 3.485804e-002 1.289604e-003 4.497128e-005 3.930889e-005 5.889415e-006 -5.778560e+001
9.430000e+002 1.290426e-003 3.481881e-002 1.289644e-003 4.492201e-005 3.922792e-005 5.876549e-006 -5.778534e+001
9.440000e+002 1.290464e-003 3.477966e-002 1.289683e-003 4.487284e-005 3.914722e-005 5.863724e-006 -5.778509e+001
9.450000e+002 1.290501e-003 3.474060e-002 1.289723e-003 4.482377e-005 3.906677e-005 5.850940e-006 -5.778483e+001
9.460000e+002 1.290539e-003 3.470161e-002 1.289762e-003 4.477479e-005 3.898657e-005 5.838196e-006 -5.778458e+001
9.470000e+002 1.290576e-003 3.466270e-002 1.289801e-003 4.472591e-005 3.890663e-005 5.825492e-006 -5.778433e+001
9.480000e+002 1.290614e-003 3.462388e-002 1.289840e-003 4.467713e-005 3.882694e-005 5.812828e-006 -5.778407e+001
9.490000e+002 1.290651e-003 3.458513e-002 1.289879e-003 4.462844e-005 3.874751e-005 5.800205e-006 -5.778382e+001
9.500000e+002 1.290688e-003 3.454646e-002 1.289918e-003 4.457984e-005 3.866833e-005 5.787621e-006 -5.778357e+001
9.510000e+002 1.290725e-003 3.450787e-002 1.289957e-003 4.453134e-005 3.858939e-005 5.775077e-006 -5.778332e+001
9.520000e+002 1.290762e-003 3.446936e-002 1.289995e-003 4.448294e-005 3.851071e-005 5.762573e-006 -5.778308e+001
9.530000e+002 1.290799e-003 3.443093e-002 1.290034e-003 4.443462e-005 3.843227e-005 5.750108e-006 -5.778283e+001
9.540000e+002 1.290836e-003 3.439258e-002 1.290072e-003 4.438641e-005 3.835408e-005 5.737682e-006 -5.778258e+001
9.550000e+002 1.290872e-003 3.435430e-002 1.290110e-003 4.433828e-005 3.827614e-005 5.725295e-006 -5.778234e+001
9.560000e+002 1.290909e-003 3.431610e-002 1.290149e-003 4.429025e-005 3.819844e-005 5.712947e-006 -5.778209e+001
9.570000e+002 1.290945e-003 3.427798e-002 1.290187e-003 4.424232e-005 3.812099e-005 5.700637e-006 -5.778185e+001
9.580000e+002 1.290981e-003 3.423994e-002 1.290224e-003 4.419447e-005 3.804378e-005 5.688367e-006 -5.778160e+001
9.590000e+002 1.291017e-003 3.420197e-002 1.290262e-003 4.414672e-005 3.796681e-005 5.676134e-006 -5.778136e+001
9.600000e+002 1.291053e-003 3.416408e-002 1.290300e-003 4.409906e-005 3.789008e-005 5.663940e-006 -5.778112e+001
9.610000e+002 1.291089e-003 3.412627e-002 1.290337e-003 4.405150e-005 3.781359e-005 5.651783e-006 -5.778088e+001
9.620000e+002 1.291125e-003 3.408853e-002 1.290375e-003 4.400402e-005 3.773734e-005 5.639665e-006 -5.778064e+001
9.630000e+002 1.291160e-003 3.405087e-002 1.290412e-003 4.395664e-005 3.766133e-005 5.627584e-006 -5.778040e+001
9.640000e+002 1.291196e-003 3.401328e-002 1.290449e-003 4.390935e-005 3.758555e-005 5.615541e-006 -5.778016e+001
9.650000e+002 1.291231e-003 3.397577e-002 1.290486e-003 4.386214e-005 3.751001e-005 5.603536e-006 -5.777992e+001
9.660000e+002 1.291267e-003 3.393834e-002 1.290523e-003 4.381503e-005 3.743471e-005 5.591567e-006 -5.777968e+001
9.670000e+002 1.291302e-003 3.390098e-002 1.290560e-003 4.376801e-005 3.735964e-005 5.579636e-006 -5.777944e+001
9.680000e+002 1.291337e-003 3.386369e-002 1.290597e-003 4.372108e-005 3.728480e-005 5.567742e-006 -5.777921e+001
9.690000e+002 1.291372e-003 3.382648e-002 1.290633e-003 4.367424e-005 3.721019e-005 5.555884e-006 -5.777897e+001
9.700000e+002 1.291407e-003 3.378935e-002 1.290670e-003 4.362749e-005 3.713582e-005 5.544063e-006 -5.777874e+001
9.710000e+002 1.291442e-003 3.375228e-002 1.290706e-003 4.358083e-005 3.706168e-005 5.532279e-006 -5.777850e+001
9.720000e+002 1.291476e-003 3.371530e-002 1.290742e-003 4.353426e-005 3.698776e-005 5.520531e-006 -5.777827e+001
9.730000e+002 1.291511e-003 3.367838e-002 1.290779e-003 4.348778e-005 3.691407e-005 5.508819e-006 -5.777804e+001
9.740000e+002 1.291545e-003 3.364154e-002 1.290815e-003 4.344139e-005 3.684061e-005 5.497143e-006 -5.777781e+001
9.750000e+002 1.291580e-003 3.360477e-002 1.290851e-003 4.339508e-005 3.676738e-005 5.485504e-006 -5.777758e+001
9.760000e+002 1.291614e-003 3.356808e-002 1.290886e-003 4.334886e-005 3.669437e-005 5.473900e-006 -5.777734e+001
9.770000e+002 1.291648e-003 3.353146e-002 1.290922e-003 4.330273e-005 3.662159e-005 5.462331e-006 -5.777712e+001
9.780000e+002 1.291682e-003 3.349491e-002 1.290958e-003 4.325669e-005 3.654903e-005 5.450798e-006 -5.777689e+001
9.790000e+002 1.291716e-003 3.345843e-002 1.290993e-003 4.321074e-005 3.647669e-005 5.439300e-006 -5.777666e+001
9.800000e+002 1.291750e-003 3.342203e-002 1.291029e-003 4.316487e-005 3.640458e-005 5.427838e-006 -5.777643e+001
9.810000e+002 1.291784e-003 3.338570e-002 1.291064e-003 4.311909e-005 3.633268e-005 5.416410e-006 -5.777620e+001
9.820000e+002 1.291817e-003 3.334943e-002 1.291099e-003 4.307339e-005 3.626101e-005 5.405018e-006 -5.777598e+001
9.830000e+002 1.291851e-003 3.331325e-002 1.291134e-003 4.302779e-005 3.618955e-005 5.393660e-006 -5.777575e+001
9.840000e+002 1.291884e-003 3.327713e-002 1.291169e-003 4.298226e-005 3.611831e-005 5.382337e-006 -5.777553e+001
9.850000e+002 1.291918e-003 3.324108e-002 1.291204e-003 4.293683e-005 3.604729e-005 5.371048e-006 -5.777530e+001
9.860000e+002 1.291951e-003 3.320510e-002 1.291239e-003 4.289148e-005 3.597649e-005 5.359793e-006 -5.777508e+001
9.870000e+002 1.291984e-003 3.316920e-002 1.291273e-003 4.284621e-005 3.590590e-005 5.348573e-006 -5.777486e+001
9.880000e+002 1.292017e-003 3.313336e-002 1.291308e-003 4.280103e-005 3.583553e-005 5.337387e-006 -5.777464e+001
9.890000e+002 1.292050e-003 3.309760e-002 1.291342e-003 4.275594e-005 3.576537e-005 5.326235e-006 -5.777441e+001
9.900000e+002 1.292083e-003 3.306190e-002 1.291377e-003 4.271093e-005 3.569542e-005 5.315116e-006 -5.777419e+001
9.910000e+002 1.292115e-003 3.302628e-002 1.291411e-003 4.266600e-005 3.562569e-005 5.304031e-006 -5.777397e+001
9.920000e+002 1.292148e-003 3.299072e-002 1.291445e-003 4.262116e-005 3.555616e-005 5.292980e-006 -5.777375e+001
9.930000e+002 1.292181e-003 3.295523e-002 1.291479e-003 4.257640e-005 3.548685e-005 5.281962e-006 -5.777354e+001
9.940000e+002 1.292213e-003 3.291981e-002 1.291513e-003 4.253173e-005 3.541775e-005 5.270977e-006 -5.777332e+001
9.950000e+002 1.292245e-003 3.288447e-002 1.291547e-003 4.248714e-005 3.534885e-005 5.260025e-006 -5.777310e+001
9.960000e+002 1.292278e-003 3.284919e-002 1.291580e-003 4.244263e-005 3.528016e-005 5.249107e-006 -5.777288e+001
9.970000e+002 1.292310e-003 3.281397e-002 1.291614e-003 4.239821e-005 3.521168e-005 5.238221e-006 -5.777267e+001
9.980000e+002 1.292342e-003 3.277883e-002 1.291648e-003 4.235387e-005 3.514341e-005 5.227368e-006 -5.777245e+001
9.990000e+002 1.292374e-003 3.274376e-002 1.291681e-003 4.230961e-005 3.507534e-005 5.216547e-006 -5.777224e+001
1.000000e+003 1.292406e-003 3.270875e-002 1.291714e-003 4.226543e-005 3.500748e-005 5.205759e-006 -5.777202e+001
1.001000e+003 1.292437e-003 3.267381e-002 1.291747e-003 4.222133e-005 3.493982e-005 5.195003e-006 -5.777181e+001
1.002000e+003 1.292469e-003 3.263894e-002 1.291781e-003 4.217732e-005 3.487236e-005 5.184279e-006 -5.777160e+001
1.003000e+003 1.292500e-003 3.260413e-002 1.291814e-003 4.213339e-005 3.480510e-005 5.173588e-006 -5.777139e+001
1.004000e+003 1.292532e-003 3.256939e-002 1.291846e-003 4.208954e-005 3.473805e-005 5.162928e-006 -5.777117e+001
1.005000e+003 1.292563e-003 3.253472e-002 1.291879e-003 4.204577e-005 3.467119e-005 5.152300e-006 -5.777096e+001
1.006000e+003 1.292595e-003 3.250012e-002 1.291912e-003 4.200208e-005 3.460454e-005 5.141704e-006 -5.777075e+001
1.007000e+003 1.292626e-003 3.246558e-002 1.291945e-003 4.195847e-005 3.453808e-005 5.131139e-006 -5.777054e+001
1.008000e+003 1.292657e-003 3.243111e-002 1.291977e-003 4.191494e-005 3.447183e-005 5.120606e-006 -5.777033e+001
1.009000e+003 1.292688e-003 3.239670e-002 1.292010e-003 4.187150e-005 3.440577e-005 5.110104e-006 -5.777013e+001
1.010000e+003 1.292719e-003 3.236236e-002 1.292042e-003 4.182813e-005 3.433990e-005 5.099633e-006 -5.776992e+001
1.011000e+003 1.292750e-003 3.232809e-002 1.292074e-003 4.178484e-005 3.427424e-005 5.089194e-006 -5.776971e+001
1.012000e+003 1.292780e-003 3.229388e-002 1.292106e-003 4.174163e-005 3.420876e-005 5.078785e-006 -5.776951e+001
1.013000e+003 1.292811e-003 3.225973e-002 1.292138e-003 4.169851e-005 3.414348e-005 5.068407e-006 -5.776930e+001
1.014000e+003 1.292842e-003 3.222566e-002 1.292170e-003 4.165546e-005 3.407840e-005 5.058060e-006 -5.776909e+001
1.015000e+003 1.292872e-003 3.219164e-002 1.292202e-003 4.161248e-005 3.401351e-005 5.047743e-006 -5.776889e+001
1.016000e+003 1.292902e-003 3.215769e-002 1.292234e-003 4.156959e-005 3.394881e-005 5.037457e-006 -5.776869e+001
1.017000e+003 1.292933e-003 3.212381e-002 1.292266e-003 4.152678e-005 3.388430e-005 5.027201e-006 -5.776848e+001
1.018000e+003 1.292963e-003 3.208999e-002 1.292297e-003 4.148404e-005 3.381998e-005 5.016975e-006 -5.776828e+001
1.019000e+003 1.292993e-003 3.205623e-002 1.292329e-003 4.144138e-005 3.375585e-005 5.006779e-006 -5.776808e+001
1.020000e+003 1.293023e-003 3.202254e-002 1.292360e-003 4.139880e-005 3.369191e-005 4.996614e-006 -5.776788e+001
1.021000e+003 1.293053e-003 3.198891e-002 1.292391e-003 4.135630e-005 3.362815e-005 4.986478e-006 -5.776767e+001
1.022000e+003 1.293083e-003 3.195535e-002 1.292422e-003 4.131388e-005 3.356459e-005 4.976372e-006 -5.776747e+001
1.023000e+003 1.293112e-003 3.192185e-002 1.292454e-003 4.127153e-005 3.350121e-005 4.966295e-006 -5.776727e+001
1.024000e+003 1.293142e-003 3.188841e-002 1.292485e-003 4.122926e-005 3.343802e-005 4.956248e-006 -5.776708e+001
1.025000e+003 1.293172e-003 3.185503e-002 1.292516e-003 4.118706e-005 3.337501e-005 4.946230e-006 -5.776688e+001
1.026000e+003 1.293201e-003 3.182172e-002 1.292546e-003 4.114494e-005 3.331219e-005 4.936242e-006 -5.776668e+001
1.027000e+003 1.293231e-003 3.178847e-002 1.292577e-003 4.110290e-005 3.324955e-005 4.926283e-006 -5.776648e+001
1.028000e+003 1.293260e-003 3.175529e-002 1.292608e-003 4.106093e-005 3.318709e-005 4.916353e-006 -5.776628e+001
1.029000e+003 1.293289e-003 3.172216e-002 1.292638e-003 4.101904e-005 3.312482e-005 4.906452e-006 -5.776609e+001
1.030000e+003 1.293318e-003 3.168910e-002 1.292669e-003 4.097723e-005 3.306273e-005 4.896579e-006 -5.776589e+001
1.031000e+003 1.293347e-003 3.165610e-002 1.292699e-003 4.093549e-005 3.300082e-005 4.886736e-006 -5.776570e+001
1.032000e+003 1.293376e-003 3.162316e-002 1.292730e-003 4.089382e-005 3.293909e-005 4.876921e-006 -5.776550e+001
1.033000e+003 1.293405e-003 3.159028e-002 1.292760e-003 4.085224e-005 3.287754e-005 4.867134e-006 -5.776531e+001
1.034000e+003 1.293434e-003 3.155746e-002 1.292790e-003 4.081072e-005 3.281616e-005 4.857376e-006 -5.776512e+001
1.035000e+003 1.293463e-003 3.152471e-002 1.292820e-003 4.076928e-005 3.275497e-005 4.847646e-006 -5.776492e+001
1.036000e+003 1.293491e-003 3.149202e-002 1.292850e-003 4.072792e-005 3.269395e-005 4.837944e-006 -5.776473e+001
1.037000e+003 1.293520e-003 3.145938e-002 1.292880e-003 4.068662e-005 3.263311e-005 4.828270e-006 -5.776454e+001
1.038000e+003 1.293548e-003 3.142681e-002 1.292910e-003 4.064541e-005 3.257245e-005 4.818624e-006 -5.776435e+001
1.039000e+003 1.293577e-003 3.139430e-002 1.292939e-003 4.060426e-005 3.251196e-005 4.809007e-006 -5.776416e+001
1.040000e+003 1.293605e-003 3.136185e-002 1.292969e-003 4.056319e-005 3.245165e-005 4.799416e-006 -5.776397e+001
1.041000e+003 1.293633e-003 3.132946e-002 1.292998e-003 4.052220e-005 3.239151e-005 4.789854e-006 -5.776378e+001
1.042000e+003 1.293661e-003 3.129712e-002 1.293028e-003 4.048127e-005 3.233155e-005 4.780319e-006 -5.776359e+001
1.043000e+003 1.293689e-003 3.126485e-002 1.293057e-003 4.044042e-005 3.227175e-005 4.770811e-006 -5.776340e+001
1.044000e+003 1.293717e-003 3.123264e-002 1.293087e-003 4.039964e-005 3.221213e-005 4.761330e-006 -5.776321e+001
1.045000e+003 1.293745e-003 3.120049e-002 1.293116e-003 4.035894e-005 3.215268e-005 4.751877e-006 -5.776302e+001
1.046000e+003 1.293773e-003 3.116839e-002 1.293145e-003 4.031830e-005 3.209340e-005 4.742451e-006 -5.776284e+001
1.047000e+003 1.293801e-003 3.113636e-002 1.293174e-003 4.027774e-005 3.203429e-005 4.733052e-006 -5.776265e+001
1.048000e+003 1.293829e-003 3.110438e-002 1.293203e-003 4.023725e-005 3.197536e-005 4.723680e-006 -5.776246e+001
1.049000e+003 1.293856e-003 3.107247e-002 1.293232e-003 4.019684e-005 3.191658e-005 4.714334e-006 -5.776228e+001
1.050000e+003 1.293884e-003 3.104061e-002 1.293260e-003 4.015649e-005 3.185798e-005 4.705016e-006 -5.776210e+001
1.051000e+003 1.293911e-003 3.100881e-002 1.293289e-003 4.011622e-005 3.179955e-005 4.695723e-006 -5.776191e+001
1.052000e+003 1.293938e-003 3.097707e-002 1.293318e-003 4.007601e-005 3.174128e-005 4.686458e-006 -5.776173e+001
1.053000e+003 1.293966e-003 3.094539e-002 1.293346e-003 4.003588e-005 3.168318e-005 4.677218e-006 -5.776154e+001
1.054000e+003 1.293993e-003 3.091376e-002 1.293375e-003 3.999582e-005 3.162524e-005 4.668005e-006 -5.776136e+001
1.055000e+003 1.294020e-003 3.088219e-002 1.293403e-003 3.995583e-005 3.156747e-005 4.658819e-006 -5.776118e+001
1.056000e+003 1.294047e-003 3.085068e-002 1.293431e-003 3.991591e-005 3.150987e-005 4.649658e-006 -5.776100e+001
1.057000e+003 1.294074e-003 3.081923e-002 1.293460e-003 3.987605e-005 3.145242e-005 4.640523e-006 -5.776082e+001
1.058000e+003 1.294101e-003 3.078784e-002 1.293488e-003 3.983627e-005 3.139514e-005 4.631414e-006 -5.776064e+001
1.059000e+003 1.294128e-003 3.075650e-002 1.293516e-003 3.979656e-005 3.133803e-005 4.622331e-006 -5.776046e+001
1.060000e+003 1.294155e-003 3.072522e-002 1.293544e-003 3.975692e-005 3.128107e-005 4.613274e-006 -5.776028e+001
