Freq Amp Phase Re(H) Im(H) GroupDelay PhaseDelay 20Log10(Amp)
2.430000e+003 1.305581e-003 1.110443e-002 1.305501e-003 1.449744e-005 6.986382e-006 7.272943e-007 -5.768392e+001
2.431000e+003 1.305583e-003 1.109745e-002 1.305503e-003 1.448835e-005 6.981796e-006 7.265381e-007 -5.768391e+001
2.432000e+003 1.305585e-003 1.109047e-002 1.305505e-003 1.447926e-005 6.977216e-006 7.257827e-007 -5.768389e+001
2.433000e+003 1.305588e-003 1.108350e-002 1.305507e-003 1.447018e-005 6.972642e-006 7.250283e-007 -5.768388e+001
2.434000e+003 1.305590e-003 1.107653e-002 1.305510e-003 1.446111e-005 6.968073e-006 7.242748e-007 -5.768387e+001
2.435000e+003 1.305592e-003 1.106957e-002 1.305512e-003 1.445204e-005 6.963511e-006 7.235222e-007 -5.768385e+001
2.436000e+003 1.305594e-003 1.106261e-002 1.305514e-003 1.444298e-005 6.958954e-006 7.227705e-007 -5.768384e+001
2.437000e+003 1.305596e-003 1.105566e-002 1.305516e-003 1.443393e-005 6.954403e-006 7.220198e-007 -5.768382e+001
2.438000e+003 1.305598e-003 1.104871e-002 1.305519e-003 1.442488e-005 6.949858e-006 7.212699e-007 -5.768381e+001
2.439000e+003 1.305600e-003 1.104176e-002 1.305521e-003 1.441583e-005 6.945319e-006 7.205210e-007 -5.768379e+001
2.440000e+003 1.305603e-003 1.103482e-002 1.305523e-003 1.440680e-005 6.940786e-006 7.197730e-007 -5.768378e+001
2.441000e+003 1.305605e-003 1.102788e-002 1.305525e-003 1.439776e-005 6.936258e-006 7.190258e-007 -5.768377e+001
2.442000e+003 1.305607e-003 1.102095e-002 1.305528e-003 1.438874e-005 6.931737e-006 7.182796e-007 -5.768375e+001
2.443000e+003 1.305609e-003 1.101402e-002 1.305530e-003 1.437972e-005 6.927221e-006 7.175343e-007 -5.768374e+001
2.444000e+003 1.305611e-003 1.100710e-002 1.305532e-003 1.437070e-005 6.922710e-006 7.167899e-007 -5.768372e+001
2.445000e+003 1.305613e-003 1.100018e-002 1.305534e-003 1.436169e-005 6.918206e-006 7.160464e-007 -5.768371e+001
2.446000e+003 1.305615e-003 1.099327e-002 1.305536e-003 1.435269e-005 6.913707e-006 7.153038e-007 -5.768370e+001
2.447000e+003 1.305617e-003 1.098636e-002 1.305539e-003 1.434370e-005 6.909215e-006 7.145621e-007 -5.768368e+001
2.448000e+003 1.305620e-003 1.097946e-002 1.305541e-003 1.433470e-005 6.904727e-006 7.138213e-007 -5.768367e+001
2.449000e+003 1.305622e-003 1.097256e-002 1.305543e-003 1.432572e-005 6.900246e-006 7.130814e-007 -5.768365e+001
2.450000e+003 1.305624e-003 1.096566e-002 1.305545e-003 1.431674e-005 6.895770e-006 7.123424e-007 -5.768364e+001
2.451000e+003 1.305626e-003 1.095877e-002 1.305548e-003 1.430777e-005 6.891300e-006 7.116043e-007 -5.768362e+001
2.452000e+003 1.305628e-003 1.095188e-002 1.305550e-003 1.429880e-005 6.886836e-006 7.108671e-007 -5.768361e+001
2.453000e+003 1.305630e-003 1.094500e-002 1.305552e-003 1.428983e-005 6.882377e-006 7.101307e-007 -5.768360e+001
2.454000e+003 1.305632e-003 1.093812e-002 1.305554e-003 1.428088e-005 6.877925e-006 7.093953e-007 -5.768358e+001
2.455000e+003 1.305634e-003 1.093125e-002 1.305556e-003 1.427193e-005 6.873477e-006 7.086607e-007 -5.768357e+001
2.456000e+003 1.305636e-003 1.092438e-002 1.305558e-003 1.426298e-005 6.869036e-006 7.079271e-007 -5.768356e+001
2.457000e+003 1.305638e-003 1.091751e-002 1.305561e-003 1.425404e-005 6.864600e-006 7.071943e-007 -5.768354e+001
2.458000e+003 1.305641e-003 1.091065e-002 1.305563e-003 1.424511e-005 6.860170e-006 7.064624e-007 -5.768353e+001
2.459000e+003 1.305643e-003 1.090380e-002 1.305565e-003 1.423618e-005 6.855745e-006 7.057313e-007 -5.768351e+001
2.460000e+003 1.305645e-003 1.089695e-002 1.305567e-003 1.422726e-005 6.851326e-006 7.050012e-007 -5.768350e+001
2.461000e+003 1.305647e-003 1.089010e-002 1.305569e-003 1.421834e-005 6.846913e-006 7.042719e-007 -5.768349e+001
2.462000e+003 1.305649e-003 1.088326e-002 1.305572e-003 1.420943e-005 6.842505e-006 7.035435e-007 -5.768347e+001
2.463000e+003 1.305651e-003 1.087642e-002 1.305574e-003 1.420053e-005 6.838103e-006 7.028160e-007 -5.768346e+001
2.464000e+003 1.305653e-003 1.086959e-002 1.305576e-003 1.419163e-005 6.833706e-006 7.020894e-007 -5.768344e+001
2.465000e+003 1.305655e-003 1.086276e-002 1.305578e-003 1.418273e-005 6.829315e-006 7.013636e-007 -5.768343e+001
2.466000e+003 1.305657e-003 1.085593e-002 1.305580e-003 1.417385e-005 6.824930e-006 7.006387e-007 -5.768342e+001
2.467000e+003 1.305659e-003 1.084911e-002 1.305582e-003 1.416496e-005 6.820550e-006 6.999147e-007 -5.768340e+001
2.468000e+003 1.305661e-003 1.084229e-002 1.305585e-003 1.415609e-005 6.816176e-006 6.991916e-007 -5.768339e+001
2.469000e+003 1.305663e-003 1.083548e-002 1.305587e-003 1.414722e-005 6.811807e-006 6.984693e-007 -5.768338e+001
2.470000e+003 1.305665e-003 1.082868e-002 1.305589e-003 1.413835e-005 6.807444e-006 6.977479e-007 -5.768336e+001
2.471000e+003 1.305667e-003 1.082187e-002 1.305591e-003 1.412949e-005 6.803087e-006 6.970273e-007 -5.768335e+001
2.472000e+003 1.305670e-003 1.081507e-002 1.305593e-003 1.412064e-005 6.798734e-006 6.963076e-007 -5.768333e+001
2.473000e+003 1.305672e-003 1.080828e-002 1.305595e-003 1.411179e-005 6.794388e-006 6.955888e-007 -5.768332e+001
2.474000e+003 1.305674e-003 1.080149e-002 1.305597e-003 1.410294e-005 6.790047e-006 6.948708e-007 -5.768331e+001
2.475000e+003 1.305676e-003 1.079470e-002 1.305600e-003 1.409411e-005 6.785711e-006 6.941537e-007 -5.768329e+001
2.476000e+003 1.305678e-003 1.078792e-002 1.305602e-003 1.408528e-005 6.781381e-006 6.934374e-007 -5.768328e+001
2.477000e+003 1.305680e-003 1.078114e-002 1.305604e-003 1.407645e-005 6.777057e-006 6.927220e-007 -5.768327e+001
2.478000e+003 1.305682e-003 1.077437e-002 1.305606e-003 1.406763e-005 6.772737e-006 6.920075e-007 -5.768325e+001
2.479000e+003 1.305684e-003 1.076760e-002 1.305608e-003 1.405881e-005 6.768424e-006 6.912938e-007 -5.768324e+001
2.480000e+003 1.305686e-003 1.076084e-002 1.305610e-003 1.405000e-005 6.764116e-006 6.905810e-007 -5.768323e+001
2.481000e+003 1.305688e-003 1.075408e-002 1.305612e-003 1.404120e-005 6.759813e-006 6.898690e-007 -5.768321e+001
2.482000e+003 1.305690e-003 1.074732e-002 1.305614e-003 1.403240e-005 6.755515e-006 6.891578e-007 -5.768320e+001
2.483000e+003 1.305692e-003 1.074057e-002 1.305617e-003 1.402361e-005 6.751224e-006 6.884476e-007 -5.768319e+001
2.484000e+003 1.305694e-003 1.073383e-002 1.305619e-003 1.401482e-005 6.746937e-006 6.877381e-007 -5.768317e+001
2.485000e+003 1.305696e-003 1.072708e-002 1.305621e-003 1.400604e-005 6.742656e-006 6.870295e-007 -5.768316e+001
2.486000e+003 1.305698e-003 1.072035e-002 1.305623e-003 1.399726e-005 6.738380e-006 6.863218e-007 -5.768315e+001
2.487000e+003 1.305700e-003 1.071361e-002 1.305625e-003 1.398849e-005 6.734110e-006 6.856149e-007 -5.768313e+001
2.488000e+003 1.305702e-003 1.070688e-002 1.305627e-003 1.397973e-005 6.729845e-006 6.849088e-007 -5.768312e+001
2.489000e+003 1.305704e-003 1.070016e-002 1.305629e-003 1.397097e-005 6.725586e-006 6.842036e-007 -5.768311e+001
2.490000e+003 1.305706e-003 1.069343e-002 1.305631e-003 1.396222e-005 6.721332e-006 6.834992e-007 -5.768309e+001
2.491000e+003 1.305708e-003 1.068672e-002 1.305633e-003 1.395347e-005 6.717083e-006 6.827956e-007 -5.768308e+001
2.492000e+003 1.305710e-003 1.068000e-002 1.305636e-003 1.394472e-005 6.712839e-006 6.820929e-007 -5.768307e+001
2.493000e+003 1.305712e-003 1.067330e-002 1.305638e-003 1.393599e-005 6.708601e-006 6.813910e-007 -5.768305e+001
2.494000e+003 1.305714e-003 1.066659e-002 1.305640e-003 1.392725e-005 6.704369e-006 6.806899e-007 -5.768304e+001
2.495000e+003 1.305716e-003 1.065989e-002 1.305642e-003 1.391853e-005 6.700141e-006 6.799897e-007 -5.768303e+001
2.496000e+003 1.305718e-003 1.065320e-002 1.305644e-003 1.390981e-005 6.695919e-006 6.792903e-007 -5.768301e+001
2.497000e+003 1.305720e-003 1.064650e-002 1.305646e-003 1.390109e-005 6.691702e-006 6.785918e-007 -5.768300e+001
2.498000e+003 1.305722e-003 1.063982e-002 1.305648e-003 1.389238e-005 6.687491e-006 6.778940e-007 -5.768299e+001
2.499000e+003 1.305724e-003 1.063313e-002 1.305650e-003 1.388367e-005 6.683285e-006 6.771971e-007 -5.768297e+001
2.500000e+003 1.305726e-003 1.062645e-002 1.305652e-003 1.387497e-005 6.679084e-006 6.765010e-007 -5.768296e+001
2.501000e+003 1.305728e-003 1.061978e-002 1.305654e-003 1.386628e-005 6.674888e-006 6.758058e-007 -5.768295e+001
2.502000e+003 1.305730e-003 1.061311e-002 1.305656e-003 1.385759e-005 6.670698e-006 6.751114e-007 -5.768293e+001
2.503000e+003 1.305732e-003 1.060644e-002 1.305658e-003 1.384891e-005 6.666513e-006 6.744177e-007 -5.768292e+001
2.504000e+003 1.305734e-003 1.059978e-002 1.305660e-003 1.384023e-005 6.662333e-006 6.737249e-007 -5.768291e+001
2.505000e+003 1.305736e-003 1.059312e-002 1.305663e-003 1.383156e-005 6.658158e-006 6.730330e-007 -5.768289e+001
2.506000e+003 1.305738e-003 1.058647e-002 1.305665e-003 1.382289e-005 6.653989e-006 6.723418e-007 -5.768288e+001
2.507000e+003 1.305740e-003 1.057982e-002 1.305667e-003 1.381423e-005 6.649825e-006 6.716515e-007 -5.768287e+001
2.508000e+003 1.305742e-003 1.057317e-002 1.305669e-003 1.380557e-005 6.645666e-006 6.709619e-007 -5.768285e+001
2.509000e+003 1.305744e-003 1.056653e-002 1.305671e-003 1.379692e-005 6.641512e-006 6.702732e-007 -5.768284e+001
2.510000e+003 1.305746e-003 1.055989e-002 1.305673e-003 1.378828e-005 6.637364e-006 6.695853e-007 -5.768283e+001
2.511000e+003 1.305748e-003 1.055326e-002 1.305675e-003 1.377964e-005 6.633220e-006 6.688982e-007 -5.768282e+001
2.512000e+003 1.305749e-003 1.054663e-002 1.305677e-003 1.377100e-005 6.629082e-006 6.682119e-007 -5.768280e+001
2.513000e+003 1.305751e-003 1.054001e-002 1.305679e-003 1.376237e-005 6.624949e-006 6.675264e-007 -5.768279e+001
2.514000e+003 1.305753e-003 1.053338e-002 1.305681e-003 1.375375e-005 6.620821e-006 6.668418e-007 -5.768278e+001
2.515000e+003 1.305755e-003 1.052677e-002 1.305683e-003 1.374513e-005 6.616699e-006 6.661579e-007 -5.768276e+001
2.516000e+003 1.305757e-003 1.052016e-002 1.305685e-003 1.373652e-005 6.612581e-006 6.654749e-007 -5.768275e+001
2.517000e+003 1.305759e-003 1.051355e-002 1.305687e-003 1.372791e-005 6.608469e-006 6.647926e-007 -5.768274e+001
2.518000e+003 1.305761e-003 1.050694e-002 1.305689e-003 1.371930e-005 6.604362e-006 6.641111e-007 -5.768273e+001
2.519000e+003 1.305763e-003 1.050034e-002 1.305691e-003 1.371071e-005 6.600260e-006 6.634305e-007 -5.768271e+001
2.520000e+003 1.305765e-003 1.049375e-002 1.305693e-003 1.370211e-005 6.596163e-006 6.627506e-007 -5.768270e+001
2.521000e+003 1.305767e-003 1.048715e-002 1.305695e-003 1.369353e-005 6.592071e-006 6.620716e-007 -5.768269e+001
2.522000e+003 1.305769e-003 1.048057e-002 1.305697e-003 1.368495e-005 6.587984e-006 6.613933e-007 -5.768267e+001
2.523000e+003 1.305771e-003 1.047398e-002 1.305699e-003 1.367637e-005 6.583903e-006 6.607158e-007 -5.768266e+001
2.524000e+003 1.305773e-003 1.046740e-002 1.305701e-003 1.366780e-005 6.579826e-006 6.600392e-007 -5.768265e+001
2.525000e+003 1.305775e-003 1.046083e-002 1.305703e-003 1.365923e-005 6.575755e-006 6.593633e-007 -5.768264e+001
2.526000e+003 1.305777e-003 1.045425e-002 1.305705e-003 1.365067e-005 6.571688e-006 6.586882e-007 -5.768262e+001
2.527000e+003 1.305778e-003 1.044769e-002 1.305707e-003 1.364212e-005 6.567627e-006 6.580139e-007 -5.768261e+001
2.528000e+003 1.305780e-003 1.044112e-002 1.305709e-003 1.363357e-005 6.563571e-006 6.573404e-007 -5.768260e+001
2.529000e+003 1.305782e-003 1.043456e-002 1.305711e-003 1.362502e-005 6.559520e-006 6.566676e-007 -5.768258e+001
2.530000e+003 1.305784e-003 1.042801e-002 1.305713e-003 1.361648e-005 6.555474e-006 6.559957e-007 -5.768257e+001
2.531000e+003 1.305786e-003 1.042146e-002 1.305715e-003 1.360795e-005 6.551433e-006 6.553245e-007 -5.768256e+001
2.532000e+003 1.305788e-003 1.041491e-002 1.305717e-003 1.359942e-005 6.547396e-006 6.546542e-007 -5.768255e+001
2.533000e+003 1.305790e-003 1.040837e-002 1.305719e-003 1.359089e-005 6.543365e-006 6.539846e-007 -5.768253e+001
2.534000e+003 1.305792e-003 1.040183e-002 1.305721e-003 1.358238e-005 6.539339e-006 6.533158e-007 -5.768252e+001
2.535000e+003 1.305794e-003 1.039529e-002 1.305723e-003 1.357386e-005 6.535318e-006 6.526478e-007 -5.768251e+001
2.536000e+003 1.305796e-003 1.038876e-002 1.305725e-003 1.356535e-005 6.531302e-006 6.519805e-007 -5.768250e+001
2.537000e+003 1.305797e-003 1.038223e-002 1.305727e-003 1.355685e-005 6.527291e-006 6.513140e-007 -5.768248e+001
2.538000e+003 1.305799e-003 1.037571e-002 1.305729e-003 1.354835e-005 6.523285e-006 6.506484e-007 -5.768247e+001
2.539000e+003 1.305801e-003 1.036919e-002 1.305731e-003 1.353986e-005 6.519284e-006 6.499834e-007 -5.768246e+001
2.540000e+003 1.305803e-003 1.036268e-002 1.305733e-003 1.353137e-005 6.515288e-006 6.493193e-007 -5.768245e+001
2.541000e+003 1.305805e-003 1.035616e-002 1.305735e-003 1.352289e-005 6.511297e-006 6.486559e-007 -5.768243e+001
2.542000e+003 1.305807e-003 1.034966e-002 1.305737e-003 1.351441e-005 6.507311e-006 6.479933e-007 -5.768242e+001
2.543000e+003 1.305809e-003 1.034315e-002 1.305739e-003 1.350594e-005 6.503329e-006 6.473315e-007 -5.768241e+001
2.544000e+003 1.305811e-003 1.033665e-002 1.305741e-003 1.349747e-005 6.499353e-006 6.466704e-007 -5.768240e+001
2.545000e+003 1.305812e-003 1.033016e-002 1.305743e-003 1.348901e-005 6.495382e-006 6.460101e-007 -5.768238e+001
2.546000e+003 1.305814e-003 1.032367e-002 1.305745e-003 1.348055e-005 6.491415e-006 6.453506e-007 -5.768237e+001
2.547000e+003 1.305816e-003 1.031718e-002 1.305747e-003 1.347210e-005 6.487454e-006 6.446919e-007 -5.768236e+001
2.548000e+003 1.305818e-003 1.031070e-002 1.305749e-003 1.346366e-005 6.483497e-006 6.440339e-007 -5.768235e+001
2.549000e+003 1.305820e-003 1.030422e-002 1.305751e-003 1.345521e-005 6.479545e-006 6.433766e-007 -5.768233e+001
2.550000e+003 1.305822e-003 1.029774e-002 1.305753e-003 1.344678e-005 6.475598e-006 6.427202e-007 -5.768232e+001
2.551000e+003 1.305824e-003 1.029127e-002 1.305755e-003 1.343835e-005 6.471656e-006 6.420645e-007 -5.768231e+001
2.552000e+003 1.305826e-003 1.028480e-002 1.305756e-003 1.342992e-005 6.467719e-006 6.414095e-007 -5.768230e+001
2.553000e+003 1.305827e-003 1.027834e-002 1.305758e-003 1.342150e-005 6.463787e-006 6.407553e-007 -5.768228e+001
2.554000e+003 1.305829e-003 1.027188e-002 1.305760e-003 1.341308e-005 6.459859e-006 6.401019e-007 -5.768227e+001
2.555000e+003 1.305831e-003 1.026542e-002 1.305762e-003 1.340467e-005 6.455937e-006 6.394492e-007 -5.768226e+001
2.556000e+003 1.305833e-003 1.025897e-002 1.305764e-003 1.339627e-005 6.452019e-006 6.387973e-007 -5.768225e+001
2.557000e+003 1.305835e-003 1.025252e-002 1.305766e-003 1.338787e-005 6.448106e-006 6.381461e-007 -5.768224e+001
2.558000e+003 1.305837e-003 1.024608e-002 1.305768e-003 1.337947e-005 6.444198e-006 6.374957e-007 -5.768222e+001
2.559000e+003 1.305838e-003 1.023964e-002 1.305770e-003 1.337108e-005 6.440295e-006 6.368460e-007 -5.768221e+001
2.560000e+003 1.305840e-003 1.023320e-002 1.305772e-003 1.336269e-005 6.436397e-006 6.361971e-007 -5.768220e+001
2.561000e+003 1.305842e-003 1.022677e-002 1.305774e-003 1.335431e-005 6.432503e-006 6.355489e-007 -5.768219e+001
2.562000e+003 1.305844e-003 1.022034e-002 1.305776e-003 1.334594e-005 6.428614e-006 6.349015e-007 -5.768217e+001
2.563000e+003 1.305846e-003 1.021392e-002 1.305778e-003 1.333757e-005 6.424730e-006 6.342548e-007 -5.768216e+001
2.564000e+003 1.305848e-003 1.020749e-002 1.305780e-003 1.332920e-005 6.420851e-006 6.336089e-007 -5.768215e+001
2.565000e+003 1.305849e-003 1.020108e-002 1.305781e-003 1.332084e-005 6.416977e-006 6.329637e-007 -5.768214e+001
2.566000e+003 1.305851e-003 1.019466e-002 1.305783e-003 1.331248e-005 6.413107e-006 6.323193e-007 -5.768213e+001
2.567000e+003 1.305853e-003 1.018826e-002 1.305785e-003 1.330413e-005 6.409242e-006 6.316756e-007 -5.768211e+001
2.568000e+003 1.305855e-003 1.018185e-002 1.305787e-003 1.329579e-005 6.405382e-006 6.310326e-007 -5.768210e+001
2.569000e+003 1.305857e-003 1.017545e-002 1.305789e-003 1.328745e-005 6.401527e-006 6.303904e-007 -5.768209e+001
2.570000e+003 1.305859e-003 1.016905e-002 1.305791e-003 1.327911e-005 6.397676e-006 6.297489e-007 -5.768208e+001
2.571000e+003 1.305860e-003 1.016266e-002 1.305793e-003 1.327078e-005 6.393830e-006 6.291082e-007 -5.768207e+001
2.572000e+003 1.305862e-003 1.015627e-002 1.305795e-003 1.326246e-005 6.389989e-006 6.284681e-007 -5.768205e+001
2.573000e+003 1.305864e-003 1.014988e-002 1.305797e-003 1.325414e-005 6.386152e-006 6.278289e-007 -5.768204e+001
2.574000e+003 1.305866e-003 1.014350e-002 1.305799e-003 1.324582e-005 6.382321e-006 6.271903e-007 -5.768203e+001
2.575000e+003 1.305868e-003 1.013712e-002 1.305800e-003 1.323751e-005 6.378494e-006 6.265525e-007 -5.768202e+001
2.576000e+003 1.305869e-003 1.013075e-002 1.305802e-003 1.322920e-005 6.374671e-006 6.259154e-007 -5.768201e+001
2.577000e+003 1.305871e-003 1.012437e-002 1.305804e-003 1.322090e-005 6.370854e-006 6.252791e-007 -5.768199e+001
2.578000e+003 1.305873e-003 1.011801e-002 1.305806e-003 1.321261e-005 6.367041e-006 6.246435e-007 -5.768198e+001
2.579000e+003 1.305875e-003 1.011164e-002 1.305808e-003 1.320432e-005 6.363232e-006 6.240086e-007 -5.768197e+001
2.580000e+003 1.305877e-003 1.010528e-002 1.305810e-003 1.319603e-005 6.359429e-006 6.233744e-007 -5.768196e+001
2.581000e+003 1.305878e-003 1.009893e-002 1.305812e-003 1.318775e-005 6.355630e-006 6.227410e-007 -5.768195e+001
2.582000e+003 1.305880e-003 1.009258e-002 1.305814e-003 1.317947e-005 6.351835e-006 6.221083e-007 -5.768193e+001
2.583000e+003 1.305882e-003 1.008623e-002 1.305815e-003 1.317120e-005 6.348046e-006 6.214763e-007 -5.768192e+001
2.584000e+003 1.305884e-003 1.007988e-002 1.305817e-003 1.316293e-005 6.344261e-006 6.208450e-007 -5.768191e+001
2.585000e+003 1.305885e-003 1.007354e-002 1.305819e-003 1.315467e-005 6.340480e-006 6.202145e-007 -5.768190e+001
2.586000e+003 1.305887e-003 1.006721e-002 1.305821e-003 1.314642e-005 6.336705e-006 6.195846e-007 -5.768189e+001
2.587000e+003 1.305889e-003 1.006087e-002 1.305823e-003 1.313816e-005 6.332934e-006 6.189555e-007 -5.768187e+001
2.588000e+003 1.305891e-003 1.005455e-002 1.305825e-003 1.312992e-005 6.329167e-006 6.183271e-007 -5.768186e+001
2.589000e+003 1.305893e-003 1.004822e-002 1.305827e-003 1.312168e-005 6.325405e-006 6.176995e-007 -5.768185e+001
2.590000e+003 1.305894e-003 1.004190e-002 1.305829e-003 1.311344e-005 6.321648e-006 6.170725e-007 -5.768184e+001
2.591000e+003 1.305896e-003 1.003558e-002 1.305830e-003 1.310521e-005 6.317895e-006 6.164463e-007 -5.768183e+001
2.592000e+003 1.305898e-003 1.002927e-002 1.305832e-003 1.309698e-005 6.314147e-006 6.158207e-007 -5.768182e+001
2.593000e+003 1.305900e-003 1.002296e-002 1.305834e-003 1.308876e-005 6.310404e-006 6.151959e-007 -5.768180e+001
2.594000e+003 1.305901e-003 1.001665e-002 1.305836e-003 1.308054e-005 6.306665e-006 6.145718e-007 -5.768179e+001
2.595000e+003 1.305903e-003 1.001035e-002 1.305838e-003 1.307232e-005 6.302930e-006 6.139484e-007 -5.768178e+001
2.596000e+003 1.305905e-003 1.000405e-002 1.305840e-003 1.306412e-005 6.299200e-006 6.133257e-007 -5.768177e+001
2.597000e+003 1.305907e-003 9.997752e-003 1.305841e-003 1.305591e-005 6.295475e-006 6.127037e-007 -5.768176e+001
2.598000e+003 1.305908e-003 9.991460e-003 1.305843e-003 1.304771e-005 6.291754e-006 6.120825e-007 -5.768175e+001
2.599000e+003 1.305910e-003 9.985172e-003 1.305845e-003 1.303952e-005 6.288038e-006 6.114619e-007 -5.768173e+001
2.600000e+003 1.305912e-003 9.978888e-003 1.305847e-003 1.303133e-005 6.284326e-006 6.108420e-007 -5.768172e+001
2.601000e+003 1.305914e-003 9.972607e-003 1.305849e-003 1.302315e-005 6.280619e-006 6.102229e-007 -5.768171e+001
2.602000e+003 1.305915e-003 9.966330e-003 1.305851e-003 1.301497e-005 6.276917e-006 6.096044e-007 -5.768170e+001
2.603000e+003 1.305917e-003 9.960057e-003 1.305852e-003 1.300679e-005 6.273219e-006 6.089867e-007 -5.768169e+001
2.604000e+003 1.305919e-003 9.953787e-003 1.305854e-003 1.299862e-005 6.269525e-006 6.083696e-007 -5.768168e+001
2.605000e+003 1.305921e-003 9.947522e-003 1.305856e-003 1.299046e-005 6.265836e-006 6.077533e-007 -5.768166e+001
2.606000e+003 1.305922e-003 9.941259e-003 1.305858e-003 1.298230e-005 6.262151e-006 6.071376e-007 -5.768165e+001
2.607000e+003 1.305924e-003 9.935001e-003 1.305860e-003 1.297414e-005 6.258471e-006 6.065226e-007 -5.768164e+001
2.608000e+003 1.305926e-003 9.928746e-003 1.305861e-003 1.296599e-005 6.254795e-006 6.059084e-007 -5.768163e+001
2.609000e+003 1.305928e-003 9.922495e-003 1.305863e-003 1.295785e-005 6.251124e-006 6.052948e-007 -5.768162e+001
2.610000e+003 1.305929e-003 9.916248e-003 1.305865e-003 1.294971e-005 6.247458e-006 6.046819e-007 -5.768161e+001
2.611000e+003 1.305931e-003 9.910004e-003 1.305867e-003 1.294157e-005 6.243795e-006 6.040697e-007 -5.768160e+001
2.612000e+003 1.305933e-003 9.903764e-003 1.305869e-003 1.293344e-005 6.240137e-006 6.034582e-007 -5.768158e+001
2.613000e+003 1.305934e-003 9.897527e-003 1.305871e-003 1.292531e-005 6.236484e-006 6.028474e-007 -5.768157e+001
2.614000e+003 1.305936e-003 9.891294e-003 1.305872e-003 1.291719e-005 6.232835e-006 6.022373e-007 -5.768156e+001
2.615000e+003 1.305938e-003 9.885065e-003 1.305874e-003 1.290907e-005 6.229191e-006 6.016279e-007 -5.768155e+001
2.616000e+003 1.305940e-003 9.878840e-003 1.305876e-003 1.290096e-005 6.225551e-006 6.010192e-007 -5.768154e+001
2.617000e+003 1.305941e-003 9.872618e-003 1.305878e-003 1.289285e-005 6.221915e-006 6.004111e-007 -5.768153e+001
2.618000e+003 1.305943e-003 9.866399e-003 1.305880e-003 1.288475e-005 6.218284e-006 5.998038e-007 -5.768152e+001
2.619000e+003 1.305945e-003 9.860185e-003 1.305881e-003 1.287665e-005 6.214657e-006 5.991971e-007 -5.768150e+001
2.620000e+003 1.305946e-003 9.853974e-003 1.305883e-003 1.286855e-005 6.211034e-006 5.985911e-007 -5.768149e+001
2.621000e+003 1.305948e-003 9.847766e-003 1.305885e-003 1.286046e-005 6.207416e-006 5.979858e-007 -5.768148e+001
2.622000e+003 1.305950e-003 9.841562e-003 1.305887e-003 1.285238e-005 6.203803e-006 5.973811e-007 -5.768147e+001
2.623000e+003 1.305952e-003 9.835362e-003 1.305888e-003 1.284430e-005 6.200193e-006 5.967772e-007 -5.768146e+001
2.624000e+003 1.305953e-003 9.829166e-003 1.305890e-003 1.283622e-005 6.196588e-006 5.961739e-007 -5.768145e+001
2.625000e+003 1.305955e-003 9.822973e-003 1.305892e-003 1.282815e-005 6.192988e-006 5.955713e-007 -5.768144e+001
2.626000e+003 1.305957e-003 9.816783e-003 1.305894e-003 1.282009e-005 6.189392e-006 5.949694e-007 -5.768142e+001
2.627000e+003 1.305958e-003 9.810597e-003 1.305896e-003 1.281203e-005 6.185800e-006 5.943681e-007 -5.768141e+001
2.628000e+003 1.305960e-003 9.804415e-003 1.305897e-003 1.280397e-005 6.182212e-006 5.937676e-007 -5.768140e+001
2.629000e+003 1.305962e-003 9.798237e-003 1.305899e-003 1.279592e-005 6.178629e-006 5.931677e-007 -5.768139e+001
2.630000e+003 1.305963e-003 9.792062e-003 1.305901e-003 1.278787e-005 6.175050e-006 5.925684e-007 -5.768138e+001
2.631000e+003 1.305965e-003 9.785890e-003 1.305903e-003 1.277983e-005 6.171476e-006 5.919699e-007 -5.768137e+001
2.632000e+003 1.305967e-003 9.779722e-003 1.305904e-003 1.277179e-005 6.167906e-006 5.913720e-007 -5.768136e+001
2.633000e+003 1.305968e-003 9.773558e-003 1.305906e-003 1.276376e-005 6.164340e-006 5.907748e-007 -5.768135e+001
2.634000e+003 1.305970e-003 9.767397e-003 1.305908e-003 1.275573e-005 6.160778e-006 5.901783e-007 -5.768133e+001
2.635000e+003 1.305972e-003 9.761240e-003 1.305910e-003 1.274770e-005 6.157221e-006 5.895824e-007 -5.768132e+001
2.636000e+003 1.305974e-003 9.755086e-003 1.305911e-003 1.273968e-005 6.153668e-006 5.889872e-007 -5.768131e+001
2.637000e+003 1.305975e-003 9.748936e-003 1.305913e-003 1.273167e-005 6.150119e-006 5.883926e-007 -5.768130e+001
2.638000e+003 1.305977e-003 9.742789e-003 1.305915e-003 1.272366e-005 6.146575e-006 5.877988e-007 -5.768129e+001
2.639000e+003 1.305979e-003 9.736646e-003 1.305917e-003 1.271565e-005 6.143035e-006 5.872055e-007 -5.768128e+001
2.640000e+003 1.305980e-003 9.730507e-003 1.305918e-003 1.270765e-005 6.139499e-006 5.866130e-007 -5.768127e+001
2.641000e+003 1.305982e-003 9.724371e-003 1.305920e-003 1.269965e-005 6.135967e-006 5.860211e-007 -5.768126e+001
2.642000e+003 1.305984e-003 9.718239e-003 1.305922e-003 1.269166e-005 6.132440e-006 5.854299e-007 -5.768125e+001
2.643000e+003 1.305985e-003 9.712110e-003 1.305924e-003 1.268367e-005 6.128917e-006 5.848393e-007 -5.768124e+001
